Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
four,	four,	four,	True
five,	five,	five,	True
eig,	eight,	eight,	True
vf,	five,	five,	True
eight,	eight,	eight,	True
n,	nine,	nine,	True
fon,	four,	one,	False
four,	four,	four,	True
n,	nine,	one,	False
three,	three,	three,	True
egh,	eight,	eight,	True
two,	two,	two,	True
six,	six,	six,	True
fev,	five,	five,	True
fo,	four,	four,	True
four,	four,	four,	True
seo,	zero,	seven,	False
tw,	two,	two,	True
,	five,	five,	True
two,	two,	two,	True
four,	four,	four,	True
fou,	four,	four,	True
si,	six,	six,	True
serf,	three,	six,	False
senen,	seven,	seven,	True
fu,	four,	four,	True
twh,	two,	eight,	False
swx,	six,	six,	True
o,	two,	one,	False
si,	six,	eight,	False
foe,	four,	one,	False
nin,	nine,	nine,	True
re,	three,	three,	True
fong,	four,	four,	True
five,	five,	five,	True
nine,	nine,	nine,	True
zexo,	zero,	zero,	True
zero,	zero,	zero,	True
three,	three,	three,	True
sev,	seven,	seven,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
wf,	five,	zero,	False
n,	nine,	one,	False
sev,	seven,	seven,	True
sv,	seven,	seven,	True
eight,	eight,	eight,	True
two,	two,	two,	True
wx,	six,	six,	True
zero,	zero,	zero,	True
zrx,	three,	zero,	False
twof,	two,	two,	True
fov,	five,	five,	True
fu,	four,	four,	True
fv,	five,	seven,	False
ew,	two,	eight,	False
eigh,	eight,	eight,	True
fivf,	five,	five,	True
fovre,	four,	four,	True
wonini,	one,	nine,	False
five,	five,	seven,	False
five,	five,	five,	True
fivfg,	five,	five,	True
zero,	zero,	zero,	True
four,	four,	four,	True
,	nine,	zero,	False
wsix,	six,	six,	True
zero,	zero,	zero,	True
eght,	eight,	eight,	True
tewx,	two,	six,	False
three,	three,	three,	True
f,	five,	eight,	False
three,	three,	three,	True
twe,	two,	two,	True
twe,	two,	two,	True
swx,	six,	two,	False
sixf,	six,	six,	True
sg,	five,	eight,	False
furn,	four,	four,	True
twof,	two,	two,	True
tref,	three,	three,	True
rf,	four,	zero,	False
zrof,	zero,	zero,	True
zir,	zero,	zero,	True
ninf,	nine,	nine,	True
fuf,	five,	four,	False
,	seven,	three,	False
four,	four,	four,	True
furf,	four,	four,	True
four,	four,	four,	True
eigf,	eight,	eight,	True
tw,	two,	two,	True
sivn,	seven,	seven,	True
tw,	two,	two,	True
o,	four,	four,	True
thto,	two,	three,	False
zerof,	zero,	zero,	True
,	two,	four,	False
etwr,	two,	three,	False
zerg,	zero,	zero,	True
twof,	two,	two,	True
five,	five,	five,	True
finef,	five,	five,	True
sixf,	six,	six,	True
fivf,	five,	five,	True
sre,	three,	three,	True
Epoch: 8
two,	two,	two,	True
sif,	five,	six,	False
two,	two,	two,	True
fiv,	five,	seven,	False
sere,	three,	six,	False
three,	three,	three,	True
siven,	seven,	seven,	True
ninet,	nine,	nine,	True
eigh,	eight,	eight,	True
zewof,	two,	zero,	False
five,	five,	five,	True
ehr,	four,	six,	False
ewgh,	two,	eight,	False
nine,	nine,	nine,	True
oe,	one,	one,	True
twt,	two,	two,	True
thret,	three,	three,	True
nine,	nine,	nine,	True
er,	three,	zero,	False
zerf,	zero,	zero,	True
twof,	two,	two,	True
fourf,	four,	four,	True
sx,	six,	six,	True
sevg,	seven,	six,	False
furg,	four,	four,	True
fiv,	five,	five,	True
fin,	five,	four,	False
tworf,	four,	three,	False
eig,	eight,	eight,	True
sio,	six,	seven,	False
eigf,	eight,	eight,	True
threin,	three,	three,	True
ninef,	nine,	nine,	True
fivef,	five,	five,	True
nini,	nine,	nine,	True
twfg,	two,	two,	True
fin,	five,	four,	False
for,	four,	four,	True
thrf,	three,	three,	True
fivf,	five,	five,	True
r,	four,	zero,	False
nine,	nine,	nine,	True
thri,	three,	eight,	False
ehgh,	eight,	eight,	True
twof,	two,	two,	True
twof,	two,	two,	True
enf,	five,	eight,	False
,	seven,	eight,	False
one,	one,	one,	True
f,	five,	eight,	False
fifv,	five,	seven,	False
eighe,	eight,	eight,	True
eigh,	eight,	two,	False
sev,	seven,	seven,	True
o,	four,	one,	False
ninef,	nine,	nine,	True
w,	two,	eight,	False
siven,	seven,	seven,	True
twf,	two,	two,	True
thf,	three,	three,	True
fti,	five,	three,	False
eighf,	eight,	eight,	True
iwh,	two,	eight,	False
zerg,	zero,	zero,	True
fof,	four,	two,	False
f,	five,	three,	False
fone,	nine,	one,	False
six,	six,	six,	True
five,	five,	five,	True
i,	nine,	nine,	True
ni,	nine,	nine,	True
fv,	five,	four,	False
six,	six,	six,	True
oe,	two,	one,	False
eigf,	eight,	eight,	True
six,	six,	six,	True
twof,	two,	two,	True
trzixi,	six,	six,	True
eiveif,	five,	seven,	False
in,	five,	one,	False
fourn,	four,	four,	True
twf,	two,	two,	True
on,	one,	one,	True
troin,	three,	two,	False
sivnif,	five,	seven,	False
two,	two,	two,	True
trin,	three,	three,	True
f,	five,	four,	False
three,	three,	three,	True
ine,	nine,	nine,	True
fo,	four,	four,	True
zirf,	zero,	six,	False
sevenf,	seven,	seven,	True
n,	nine,	one,	False
fivf,	five,	five,	True
siv,	five,	seven,	False
sixf,	six,	six,	True
sixf,	six,	six,	True
zerof,	zero,	zero,	True
ninf,	nine,	nine,	True
ero,	zero,	zero,	True
nin,	nine,	nine,	True
fourf,	four,	four,	True
f,	four,	four,	True
eighi,	eight,	eight,	True
tw,	two,	two,	True
thref,	three,	three,	True
fiv,	five,	five,	True
nine,	nine,	nine,	True
sevf,	seven,	seven,	True
th,	three,	three,	True
th,	three,	three,	True
eithti,	eight,	eight,	True
eihf,	five,	eight,	False
fovf,	five,	five,	True
sif,	five,	seven,	False
ninef,	nine,	nine,	True
five,	five,	five,	True
nin,	nine,	nine,	True
sivinf,	five,	seven,	False
ourf,	four,	four,	True
fe,	five,	five,	True
einf,	nine,	eight,	False
four,	four,	four,	True
thret,	three,	three,	True
f,	five,	zero,	False
tw,	two,	two,	True
zeo,	zero,	zero,	True
of,	four,	zero,	False
fivef,	five,	five,	True
f,	four,	six,	False
zero,	zero,	zero,	True
sevnf,	seven,	seven,	True
sivnf,	five,	seven,	False
sf,	five,	seven,	False
tw,	two,	two,	True
sevtof,	seven,	seven,	True
ninef,	nine,	nine,	True
sevn,	seven,	seven,	True
sev,	seven,	seven,	True
ninef,	nine,	nine,	True
zthro,	three,	three,	True
svfit,	five,	six,	False
six,	six,	six,	True
eie,	five,	eight,	False
en,	one,	three,	False
twr,	two,	zero,	False
nin,	nine,	nine,	True
fourf,	four,	four,	True
twof,	two,	two,	True
twof,	two,	two,	True
of,	four,	one,	False
sixf,	six,	six,	True
fo,	four,	four,	True
for,	four,	four,	True
fiv,	five,	five,	True
thref,	three,	three,	True
sv,	seven,	seven,	True
fovf,	five,	four,	False
ninf,	nine,	nine,	True
eihfig,	five,	eight,	False
fivf,	five,	five,	True
ef,	five,	zero,	False
feightf,	eight,	eight,	True
thref,	three,	three,	True
eighn,	eight,	eight,	True
fouro,	four,	four,	True
sixf,	six,	six,	True
twon,	two,	two,	True
tix,	six,	six,	True
ninen,	nine,	nine,	True
fvnvzer,	seven,	zero,	False
etwgf,	two,	eight,	False
twrf,	two,	three,	False
nine,	nine,	nine,	True
eiht,	eight,	eight,	True
ninef,	nine,	nine,	True
fiven,	five,	five,	True
fthf,	five,	two,	False
fou,	four,	four,	True
thret,	three,	three,	True
fiven,	five,	five,	True
fetgf,	five,	eight,	False
sixn,	six,	three,	False
eighfig,	eight,	eight,	True
fonf,	four,	one,	False
one,	one,	one,	True
eighf,	eight,	eight,	True
tohref,	three,	three,	True
sivo,	five,	seven,	False
eif,	five,	eight,	False
tw,	two,	two,	True
four,	four,	four,	True
sevenf,	seven,	seven,	True
ninf,	nine,	nine,	True
threfig,	three,	three,	True
twof,	two,	two,	True
twot,	two,	two,	True
fwon,	one,	two,	False
fiurf,	four,	four,	True
fouf,	four,	four,	True
fivf,	five,	five,	True
fvnf,	five,	five,	True
twroe,	two,	zero,	False
tf,	two,	two,	True
sev,	seven,	seven,	True
o,	four,	two,	False
five,	five,	five,	True
sivni,	seven,	seven,	True
ton,	two,	two,	True
fofig,	five,	zero,	False
n,	nine,	zero,	False
fivf,	five,	five,	True
fixf,	six,	six,	True
eg,	two,	eight,	False
foveo,	five,	five,	True
ftof,	four,	one,	False
fivef,	five,	five,	True
sive,	five,	seven,	False
ninf,	nine,	nine,	True
fofiv,	five,	four,	False
sevenf,	seven,	seven,	True
onf,	one,	one,	True
fonef,	five,	one,	False
tohreo,	three,	three,	True
zer,	zero,	zero,	True
href,	three,	three,	True
tihf,	five,	three,	False
onef,	one,	one,	True
fo,	four,	four,	True
fof,	four,	four,	True
twof,	two,	two,	True
zof,	zero,	zero,	True
nine,	nine,	nine,	True
tive,	five,	three,	False
twf,	two,	two,	True
ze,	three,	zero,	False
ehr,	four,	six,	False
oneo,	one,	one,	True
o,	four,	four,	True
fo,	four,	four,	True
ninef,	nine,	nine,	True
twf,	two,	two,	True
fonig,	nine,	four,	False
sevf,	seven,	seven,	True
foure,	four,	four,	True
nin,	nine,	nine,	True
tief,	five,	six,	False
onf,	one,	one,	True
eightn,	eight,	eight,	True
sevn,	seven,	seven,	True
en,	one,	zero,	False
ne,	nine,	nine,	True
f,	five,	one,	False
ninf,	nine,	nine,	True
o,	four,	zero,	False
eigh,	eight,	eight,	True
two,	two,	two,	True
f,	four,	one,	False
fou,	four,	four,	True
sixf,	six,	six,	True
tohe,	two,	three,	False
eif,	five,	zero,	False
t,	two,	nine,	False
eighf,	eight,	eight,	True
eign,	nine,	eight,	False
twon,	two,	two,	True
three,	three,	three,	True
twhf,	two,	two,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
ixs,	six,	six,	True
sixf,	six,	six,	True
ti,	three,	three,	True
svnin,	seven,	seven,	True
eight,	eight,	eight,	True
twof,	two,	two,	True
o,	zero,	two,	False
fiv,	five,	five,	True
eighf,	eight,	eight,	True
tiv,	five,	three,	False
twig,	three,	two,	False
one,	one,	one,	True
sif,	five,	six,	False
six,	six,	three,	False
eighnin,	eight,	eight,	True
five,	five,	five,	True
zer,	zero,	zero,	True
si,	four,	six,	False
in,	one,	nine,	False
eigh,	eight,	eight,	True
itw,	two,	two,	True
fiv,	five,	three,	False
one,	one,	one,	True
ti,	three,	two,	False
eigh,	eight,	eight,	True
e,	three,	zero,	False
tor,	four,	three,	False
zero,	zero,	zero,	True
tin,	ten,	two,	False
on,	one,	one,	True
ig,	nine,	eight,	False
fiv,	five,	five,	True
six,	six,	six,	True
sixf,	six,	six,	True
fiveg,	five,	five,	True
sevi,	seven,	seven,	True
fiv,	five,	five,	True
fo,	four,	four,	True
fourig,	four,	four,	True
three,	three,	three,	True
o,	four,	one,	False
zer,	zero,	zero,	True
sixn,	six,	six,	True
seiven,	seven,	seven,	True
on,	one,	one,	True
foe,	four,	five,	False
sinine,	nine,	nine,	True
n,	nine,	one,	False
i,	nine,	eight,	False
eigh,	eight,	eight,	True
tw,	two,	two,	True
siv,	five,	seven,	False
four,	four,	four,	True
o,	nine,	one,	False
nin,	nine,	nine,	True
t,	two,	two,	True
eig,	eight,	eight,	True
fiv,	five,	five,	True
two,	two,	two,	True
eni,	nine,	zero,	False
tw,	two,	two,	True
n,	nine,	eight,	False
twoe,	two,	two,	True
,	nine,	one,	False
,	one,	five,	False
ig,	five,	eight,	False
t,	two,	two,	True
t,	two,	three,	False
fur,	four,	four,	True
eigh,	eight,	eight,	True
tw,	two,	three,	False
,	seven,	one,	False
sev,	seven,	six,	False
fou,	four,	four,	True
si,	six,	three,	False
,	seven,	four,	False
eo,	zero,	three,	False
nin,	nine,	nine,	True
sev,	seven,	seven,	True
nine,	nine,	nine,	True
eigh,	eight,	eight,	True
sevex,	seven,	seven,	True
s,	five,	seven,	False
fivn,	five,	five,	True
,	five,	three,	False
igh,	nine,	eight,	False
fiv,	five,	five,	True
four,	four,	four,	True
fiu,	five,	five,	True
two,	two,	two,	True
seve,	seven,	seven,	True
n,	nine,	nine,	True
on,	one,	one,	True
six,	six,	six,	True
sevn,	seven,	seven,	True
xze,	six,	zero,	False
n,	nine,	one,	False
fur,	four,	four,	True
fi,	five,	four,	False
tore,	four,	three,	False
,	eight,	one,	False
nin,	nine,	nine,	True
eig,	eight,	eight,	True
twin,	two,	two,	True
four,	four,	four,	True
sev,	seven,	seven,	True
tio,	two,	two,	True
six,	six,	two,	False
on,	one,	one,	True
six,	six,	six,	True
fiv,	five,	five,	True
eigh,	eight,	eight,	True
zer,	zero,	zero,	True
fou,	four,	four,	True
ze,	three,	zero,	False
ig,	nine,	eight,	False
t,	two,	three,	False
zero,	zero,	zero,	True
sev,	seven,	seven,	True
t,	two,	three,	False
ive,	five,	three,	False
egig,	eight,	eight,	True
twx,	two,	two,	True
ie,	three,	three,	True
ionix,	nine,	zero,	False
six,	six,	six,	True
nin,	nine,	nine,	True
threr,	three,	three,	True
n,	nine,	one,	False
eiv,	five,	one,	False
,	three,	six,	False
fiveix,	five,	five,	True
zeroni,	zero,	zero,	True
ive,	five,	five,	True
zer,	zero,	zero,	True
o,	four,	one,	False
four,	four,	four,	True
nine,	nine,	nine,	True
twni,	two,	two,	True
eigh,	eight,	eight,	True
sev,	seven,	seven,	True
zhrx,	three,	three,	True
ne,	nine,	zero,	False
siv,	five,	seven,	False
zero,	zero,	zero,	True
eigh,	eight,	eight,	True
feighe,	five,	eight,	False
sev,	seven,	seven,	True
tw,	two,	two,	True
n,	nine,	nine,	True
n,	nine,	nine,	True
five,	five,	five,	True
zer,	zero,	zero,	True
o,	zero,	four,	False
fiv,	five,	five,	True
four,	four,	four,	True
siv,	five,	seven,	False
six,	six,	seven,	False
er,	three,	zero,	False
zerof,	zero,	zero,	True
on,	one,	one,	True
twrn,	two,	three,	False
eigt,	eight,	eight,	True
five,	five,	five,	True
our,	four,	one,	False
ine,	nine,	nine,	True
o,	four,	one,	False
fiv,	five,	five,	True
,	seven,	five,	False
nin,	nine,	nine,	True
snen,	seven,	seven,	True
sn,	seven,	seven,	True
sevn,	seven,	seven,	True
one,	one,	one,	True
su,	two,	three,	False
one,	one,	one,	True
eigh,	eight,	eight,	True
tir,	three,	six,	False
zev,	seven,	zero,	False
ie,	three,	five,	False
enin,	nine,	three,	False
six,	six,	six,	True
four,	four,	four,	True
seveno,	seven,	seven,	True
zer,	zero,	zero,	True
zero,	zero,	zero,	True
sevn,	seven,	seven,	True
tohre,	three,	three,	True
o,	four,	four,	True
igh,	five,	eight,	False
n,	nine,	two,	False
fiov,	five,	five,	True
six,	six,	six,	True
ix,	six,	three,	False
five,	five,	five,	True
zer,	zero,	zero,	True
u,	four,	one,	False
o,	zero,	two,	False
three,	three,	three,	True
n,	nine,	seven,	False
ix,	six,	zero,	False
eigh,	eight,	eight,	True
seven,	seven,	seven,	True
,	five,	zero,	False
,	seven,	four,	False
sio,	six,	six,	True
nine,	nine,	nine,	True
six,	six,	six,	True
w,	two,	two,	True
sevn,	seven,	seven,	True
eixn,	six,	six,	True
ni,	nine,	nine,	True
tohr,	four,	three,	False
n,	nine,	nine,	True
one,	one,	one,	True
tix,	six,	six,	True
sev,	seven,	seven,	True
nine,	nine,	nine,	True
igvn,	seven,	eight,	False
n,	nine,	one,	False
our,	four,	one,	False
sevev,	seven,	seven,	True
er,	three,	three,	True
fi,	five,	four,	False
two,	two,	two,	True
one,	one,	one,	True
sivi,	five,	seven,	False
six,	six,	six,	True
serhre,	three,	three,	True
,	eight,	one,	False
on,	one,	one,	True
,	five,	eight,	False
seven,	seven,	seven,	True
ht,	eight,	eight,	True
five,	five,	five,	True
on,	one,	one,	True
sevn,	seven,	seven,	True
two,	two,	two,	True
evo,	five,	zero,	False
,	seven,	four,	False
five,	five,	five,	True
ero,	zero,	zero,	True
o,	four,	one,	False
nen,	nine,	nine,	True
three,	three,	three,	True
tw,	two,	two,	True
sevn,	seven,	seven,	True
nin,	nine,	nine,	True
sixs,	six,	six,	True
eig,	eight,	eight,	True
ex,	six,	zero,	False
hreni,	three,	three,	True
ig,	nine,	eight,	False
er,	four,	zero,	False
fix,	six,	three,	False
sv,	seven,	seven,	True
fi,	five,	four,	False
four,	four,	four,	True
oneg,	one,	one,	True
eigh,	eight,	eight,	True
,	three,	six,	False
five,	five,	five,	True
zro,	zero,	zero,	True
four,	four,	four,	True
two,	two,	two,	True
evx,	five,	six,	False
two,	two,	two,	True
on,	one,	one,	True
two,	two,	two,	True
er,	seven,	zero,	False
six,	six,	six,	True
five,	five,	five,	True
i,	nine,	zero,	False
,	three,	five,	False
nine,	nine,	nine,	True
,	four,	one,	False
two,	two,	two,	True
five,	five,	five,	True
nin,	nine,	nine,	True
sev,	seven,	three,	False
i,	nine,	eight,	False
six,	six,	three,	False
nine,	nine,	nine,	True
five,	five,	five,	True
iv,	four,	five,	False
six,	six,	six,	True
nin,	nine,	nine,	True
siv,	five,	four,	False
four,	four,	four,	True
igxt,	eight,	eight,	True
nin,	nine,	nine,	True
the,	two,	three,	False
ziw,	two,	two,	True
eigh,	eight,	eight,	True
nive,	five,	nine,	False
seven,	seven,	seven,	True
iv,	four,	five,	False
,	two,	nine,	False
ninen,	nine,	nine,	True
niv,	five,	five,	True
onen,	one,	one,	True
tfive,	five,	five,	True
zro,	zero,	zero,	True
eight,	eight,	eight,	True
four,	four,	four,	True
zer,	zero,	zero,	True
fo,	four,	four,	True
sevxg,	seven,	six,	False
tw,	two,	two,	True
six,	six,	six,	True
two,	two,	two,	True
srf,	three,	six,	False
hoi,	five,	three,	False
n,	nine,	one,	False
on,	one,	one,	True
one,	one,	one,	True
e,	three,	six,	False
wo,	two,	two,	True
nin,	nine,	nine,	True
igh,	five,	eight,	False
six,	six,	six,	True
v,	five,	four,	False
ero,	zero,	zero,	True
sev,	seven,	six,	False
ove,	five,	one,	False
hr,	three,	three,	True
fiv,	five,	four,	False
igh,	five,	eight,	False
shro,	three,	zero,	False
two,	two,	two,	True
fo,	four,	four,	True
one,	one,	one,	True
in,	five,	nine,	False
four,	four,	four,	True
twgo,	two,	two,	True
fo,	four,	four,	True
zio,	zero,	zero,	True
fone,	one,	one,	True
fo,	four,	four,	True
o,	zero,	one,	False
on,	one,	one,	True
w,	two,	two,	True
six,	six,	six,	True
tih,	three,	three,	True
eigh,	eight,	eight,	True
thr,	three,	three,	True
nin,	nine,	nine,	True
six,	six,	six,	True
ero,	zero,	zero,	True
one,	one,	one,	True
five,	five,	five,	True
zeo,	zero,	zero,	True
stwo,	two,	zero,	False
sevn,	seven,	seven,	True
nin,	nine,	nine,	True
fo,	four,	four,	True
sivn,	seven,	seven,	True
ro,	zero,	zero,	True
igh,	five,	eight,	False
nine,	nine,	nine,	True
ourn,	four,	one,	False
,	five,	four,	False
eigh,	eight,	eight,	True
two,	two,	two,	True
fo,	four,	four,	True
one,	one,	one,	True
zro,	zero,	zero,	True
four,	four,	four,	True
fie,	five,	five,	True
sit,	six,	three,	False
nie,	nine,	one,	False
one,	one,	one,	True
nin,	nine,	nine,	True
eigh,	eight,	eight,	True
foe,	four,	four,	True
one,	one,	one,	True
nine,	nine,	nine,	True
hsi,	six,	six,	True
foeg,	four,	four,	True
e,	three,	six,	False
sive,	five,	seven,	False
nine,	nine,	nine,	True
fore,	four,	four,	True
three,	three,	three,	True
sevhe,	seven,	three,	False
nin,	nine,	nine,	True
fone,	one,	one,	True
fiv,	five,	five,	True
eigh,	eight,	eight,	True
,	seven,	one,	False
ze,	three,	zero,	False
nine,	nine,	nine,	True
three,	three,	three,	True
tr,	three,	three,	True
sixfix,	six,	six,	True
sev,	seven,	seven,	True
two,	two,	two,	True
two,	two,	two,	True
thn,	three,	three,	True
five,	five,	five,	True
,	seven,	two,	False
five,	five,	five,	True
sere,	three,	zero,	False
zero,	zero,	zero,	True
twoe,	two,	two,	True
thret,	three,	three,	True
five,	five,	five,	True
fur,	four,	four,	True
ewgni,	five,	eight,	False
two,	two,	three,	False
ninei,	nine,	nine,	True
five,	five,	five,	True
sev,	seven,	seven,	True
three,	three,	three,	True
sive,	five,	seven,	False
two,	two,	two,	True
eive,	five,	seven,	False
tixe,	six,	six,	True
eigheg,	eight,	eight,	True
seven,	seven,	seven,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
eight,	eight,	eight,	True
,	two,	six,	False
fe,	five,	four,	False
nf,	nine,	nine,	True
foe,	four,	four,	True
four,	four,	four,	True
six,	six,	six,	True
on,	one,	one,	True
ninine,	nine,	nine,	True
tix,	six,	six,	True
niv,	nine,	nine,	True
sixn,	six,	seven,	False
sevi,	six,	seven,	False
seve,	seven,	seven,	True
on,	one,	one,	True
five,	five,	five,	True
four,	four,	four,	True
roe,	two,	zero,	False
three,	three,	three,	True
zero,	zero,	zero,	True
two,	two,	two,	True
three,	three,	three,	True
thr,	three,	three,	True
hrf,	three,	three,	True
h,	four,	three,	False
foue,	four,	four,	True
nine,	nine,	nine,	True
seve,	seven,	seven,	True
five,	five,	five,	True
one,	one,	one,	True
sevn,	seven,	seven,	True
fiv,	five,	five,	True
hre,	three,	three,	True
one,	one,	one,	True
seve,	seven,	seven,	True
foure,	four,	four,	True
toe,	two,	two,	True
five,	five,	five,	True
eigheig,	eight,	eight,	True
tfive,	five,	five,	True
seveneg,	seven,	seven,	True
seiv,	five,	seven,	False
one,	one,	one,	True
six,	six,	six,	True
the,	four,	three,	False
five,	five,	five,	True
two,	two,	two,	True
oneg,	one,	one,	True
seisix,	six,	six,	True
sixe,	six,	six,	True
zo,	two,	zero,	False
i,	nine,	one,	False
nie,	nine,	nine,	True
on,	one,	one,	True
ne,	nine,	one,	False
twxe,	two,	two,	True
ni,	nine,	nine,	True
fiveg,	five,	five,	True
nin,	nine,	nine,	True
sixix,	six,	seven,	False
fourn,	four,	one,	False
five,	five,	five,	True
two,	two,	two,	True
twoe,	two,	two,	True
stxs,	six,	six,	True
fur,	four,	four,	True
ig,	eight,	nine,	False
sevfe,	seven,	seven,	True
ig,	eight,	eight,	True
six,	six,	six,	True
fiv,	five,	five,	True
fivg,	five,	five,	True
thrt,	three,	three,	True
nine,	nine,	nine,	True
tive,	five,	nine,	False
,	four,	one,	False
fx,	six,	one,	False
on,	one,	one,	True
fivnen,	five,	five,	True
five,	five,	five,	True
sev,	seven,	seven,	True
eigh,	eight,	eight,	True
tge,	three,	eight,	False
twon,	two,	two,	True
tix,	six,	six,	True
sivxe,	five,	six,	False
ige,	nine,	eight,	False
ir,	three,	zero,	False
sevne,	seven,	seven,	True
nin,	nine,	nine,	True
fine,	nine,	one,	False
,	seven,	eight,	False
six,	six,	six,	True
n,	nine,	nine,	True
nin,	nine,	nine,	True
n,	nine,	one,	False
nine,	nine,	nine,	True
wo,	two,	eight,	False
se,	three,	seven,	False
twt,	two,	two,	True
sixs,	six,	six,	True
fo,	four,	four,	True
six,	six,	six,	True
three,	three,	three,	True
se,	three,	seven,	False
zer,	zero,	zero,	True
sevext,	seven,	seven,	True
sr,	three,	zero,	False
on,	one,	one,	True
twog,	two,	two,	True
four,	four,	four,	True
tix,	six,	eight,	False
fur,	four,	four,	True
tw,	two,	two,	True
fiour,	four,	four,	True
iv,	four,	five,	False
two,	two,	two,	True
onf,	one,	one,	True
to,	two,	two,	True
torg,	four,	three,	False
seve,	seven,	seven,	True
nine,	nine,	nine,	True
two,	two,	two,	True
six,	six,	six,	True
sixsix,	six,	six,	True
sixv,	six,	seven,	False
stx,	six,	six,	True
five,	five,	five,	True
fvu,	five,	four,	False
,	two,	one,	False
eigh,	eight,	eight,	True
e,	three,	five,	False
seven,	seven,	seven,	True
ix,	six,	eight,	False
te,	three,	three,	True
ein,	one,	nine,	False
stig,	five,	three,	False
x,	six,	six,	True
sx,	six,	six,	True
two,	two,	two,	True
tixhre,	three,	three,	True
five,	five,	five,	True
for,	four,	four,	True
eigo,	zero,	eight,	False
tw,	two,	two,	True
eight,	eight,	eight,	True
on,	one,	one,	True
eg,	eight,	eight,	True
eig,	eight,	eight,	True
sev,	seven,	seven,	True
thxre,	three,	three,	True
sev,	seven,	seven,	True
,	seven,	zero,	False
sixo,	six,	six,	True
six,	six,	two,	False
two,	two,	two,	True
fog,	four,	four,	True
t,	two,	two,	True
se,	seven,	seven,	True
fix,	six,	three,	False
six,	six,	six,	True
siv,	five,	seven,	False
one,	one,	one,	True
fiv,	five,	five,	True
f,	five,	four,	False
fiv,	five,	five,	True
three,	three,	three,	True
nin,	nine,	nine,	True
twxhre,	three,	three,	True
six,	six,	zero,	False
ine,	nine,	one,	False
ion,	nine,	one,	False
fo,	four,	six,	False
he,	three,	three,	True
ine,	nine,	nine,	True
sr,	three,	zero,	False
nin,	nine,	nine,	True
t,	two,	one,	False
t,	two,	six,	False
one,	one,	one,	True
zero,	zero,	zero,	True
ne,	nine,	one,	False
zero,	zero,	zero,	True
eight,	eight,	eight,	True
fiveg,	five,	five,	True
two,	two,	two,	True
o,	four,	one,	False
zo,	two,	zero,	False
three,	three,	three,	True
fiv,	five,	five,	True
nine,	nine,	nine,	True
seivn,	seven,	seven,	True
sen,	three,	seven,	False
fo,	four,	four,	True
three,	three,	three,	True
nin,	nine,	nine,	True
,	seven,	nine,	False
tr,	three,	three,	True
fivx,	five,	five,	True
twe,	two,	two,	True
seven,	seven,	seven,	True
nin,	nine,	nine,	True
ser,	three,	zero,	False
finv,	five,	five,	True
zero,	zero,	zero,	True
twon,	two,	seven,	False
one,	one,	one,	True
evet,	five,	eight,	False
seven,	seven,	seven,	True
nine,	nine,	nine,	True
four,	four,	four,	True
tw,	two,	two,	True
seven,	seven,	seven,	True
one,	one,	one,	True
two,	two,	two,	True
two,	two,	two,	True
thn,	three,	three,	True
n,	nine,	nine,	True
on,	one,	one,	True
nine,	nine,	nine,	True
fhe,	five,	four,	False
twhr,	two,	three,	False
,	one,	zero,	False
zr,	three,	zero,	False
eighg,	eight,	eight,	True
one,	one,	one,	True
two,	two,	two,	True
sisen,	six,	seven,	False
four,	four,	four,	True
eigh,	eight,	eight,	True
on,	one,	one,	True
zero,	zero,	zero,	True
ne,	nine,	nine,	True
sevn,	seven,	seven,	True
r,	four,	three,	False
,	seven,	eight,	False
six,	six,	six,	True
fie,	five,	five,	True
zer,	zero,	zero,	True
zror,	four,	zero,	False
three,	three,	three,	True
the,	two,	three,	False
four,	four,	four,	True
nin,	nine,	nine,	True
fou,	four,	four,	True
two,	two,	two,	True
twog,	two,	two,	True
nin,	nine,	nine,	True
five,	five,	five,	True
er,	four,	zero,	False
two,	two,	two,	True
ei,	five,	eight,	False
erne,	nine,	nine,	True
sev,	seven,	seven,	True
thnine,	nine,	nine,	True
five,	five,	five,	True
on,	one,	one,	True
tw,	two,	two,	True
twe,	two,	two,	True
fiv,	five,	five,	True
ei,	five,	eight,	False
zero,	zero,	zero,	True
zero,	zero,	zero,	True
sevenen,	seven,	seven,	True
six,	six,	six,	True
five,	five,	five,	True
sev,	seven,	seven,	True
fiv,	five,	five,	True
fiv,	five,	five,	True
ein,	one,	eight,	False
rix,	six,	six,	True
seven,	seven,	seven,	True
sevn,	seven,	seven,	True
,	seven,	zero,	False
ero,	zero,	zero,	True
two,	two,	two,	True
four,	four,	four,	True
fiv,	five,	five,	True
fon,	four,	four,	True
on,	one,	one,	True
,	five,	seven,	False
twe,	two,	three,	False
zerou,	zero,	zero,	True
one,	one,	one,	True
five,	five,	five,	True
fivetig,	five,	five,	True
eigh,	eight,	eight,	True
one,	one,	one,	True
siv,	five,	seven,	False
svn,	seven,	seven,	True
eighe,	eight,	eight,	True
fiv,	five,	five,	True
sixs,	six,	six,	True
nine,	nine,	nine,	True
one,	one,	one,	True
nine,	nine,	nine,	True
zw,	two,	zero,	False
tw,	two,	two,	True
nin,	nine,	nine,	True
