Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
,	three,	zero,	False
ero,	zero,	zero,	True
zero,	zero,	zero,	True
nine,	nine,	nine,	True
seo,	seven,	seven,	True
fo,	four,	four,	True
twoe,	two,	two,	True
foue,	four,	four,	True
eigh,	eight,	eight,	True
ero,	zero,	zero,	True
sev,	seven,	six,	False
n,	nine,	nine,	True
two,	two,	two,	True
founre,	four,	four,	True
,	seven,	four,	False
three,	three,	three,	True
three,	three,	three,	True
twx,	two,	two,	True
two,	two,	two,	True
sev,	seven,	seven,	True
,	one,	zero,	False
fivf,	five,	five,	True
fovur,	four,	four,	True
two,	two,	two,	True
zero,	zero,	zero,	True
sevn,	seven,	seven,	True
five,	five,	five,	True
five,	five,	five,	True
eght,	eight,	eight,	True
five,	five,	six,	False
ero,	zero,	zero,	True
five,	five,	five,	True
thrn,	three,	three,	True
two,	two,	two,	True
nine,	nine,	nine,	True
five,	five,	seven,	False
fo,	four,	four,	True
fo,	four,	four,	True
foe,	four,	five,	False
n,	nine,	nine,	True
three,	three,	three,	True
nine,	nine,	nine,	True
two,	two,	two,	True
fore,	four,	four,	True
seoe,	three,	three,	True
e,	three,	zero,	False
zeix,	six,	six,	True
five,	five,	five,	True
n,	nine,	nine,	True
three,	three,	three,	True
zero,	zero,	zero,	True
fiven,	five,	seven,	False
to,	two,	three,	False
nine,	nine,	nine,	True
nine,	nine,	nine,	True
four,	four,	four,	True
five,	five,	five,	True
zero,	zero,	zero,	True
zerof,	zero,	zero,	True
onf,	one,	one,	True
nine,	nine,	nine,	True
zero,	zero,	zero,	True
ine,	nine,	nine,	True
er,	three,	six,	False
sero,	zero,	zero,	True
zer,	zero,	seven,	False
fo,	four,	four,	True
fiv,	five,	five,	True
twoig,	two,	two,	True
ei,	five,	three,	False
thro,	three,	three,	True
ne,	nine,	one,	False
twoe,	two,	two,	True
two,	two,	two,	True
fiv,	five,	five,	True
teo,	two,	two,	True
thore,	four,	three,	False
o,	zero,	four,	False
se,	seven,	seven,	True
two,	two,	two,	True
,	one,	six,	False
four,	four,	four,	True
r,	four,	four,	True
nine,	nine,	nine,	True
three,	three,	three,	True
tere,	three,	three,	True
four,	four,	four,	True
two,	two,	two,	True
zerg,	zero,	zero,	True
ne,	nine,	one,	False
,	nine,	one,	False
eigh,	eight,	eight,	True
six,	six,	six,	True
three,	three,	three,	True
nv,	seven,	seven,	True
er,	three,	zero,	False
six,	six,	six,	True
e,	three,	one,	False
nine,	nine,	nine,	True
nine,	nine,	nine,	True
six,	six.,	six,	False
ero,	zero,	zero,	True
zro,	zero,	zero,	True
four,	four,	four,	True
sev,	seven,	seven,	True
eig,	eight,	eight,	True
exn,	six,	seven,	False
fiven,	five,	seven,	False
,	nine,	one,	False
fo,	four,	two,	False
sixsix,	six,	six,	True
eig,	eight,	eight,	True
theren,	three,	three,	True
nine,	nine,	nine,	True
two,	two,	two,	True
sevn,	seven,	seven,	True
sixe,	six,	six,	True
thren,	three,	three,	True
thren,	three,	three,	True
fon,	one,	four,	False
sixe,	six,	six,	True
three,	three,	three,	True
sevn,	seven,	seven,	True
threg,	three,	three,	True
egh,	eight,	eight,	True
foe,	four,	four,	True
tohre,	three,	three,	True
five,	five,	five,	True
twog,	two,	two,	True
one,	one,	one,	True
o,	zero,	one,	False
o,	four,	one,	False
eighf,	eight,	eight,	True
seix,	six,	six,	True
zero,	zero,	zero,	True
two,	two,	two,	True
fiv,	five,	five,	True
five,	five,	five,	True
zer,	zero,	zero,	True
t,	two,	three,	False
zero,	zero,	zero,	True
eto,	two,	three,	False
eoue,	four,	one,	False
onen,	one,	one,	True
four,	four,	four,	True
on,	one,	one,	True
three,	three,	three,	True
six,	six,	six,	True
sixs,	six,	six,	True
twoe,	two,	three,	False
six,	six,	six,	True
seve,	seven,	seven,	True
ght,	eight,	eight,	True
the,	three,	three,	True
twox,	two,	six,	False
oneg,	one,	one,	True
four,	four,	four,	True
six,	six,	seven,	False
fonen,	one,	one,	True
sihn,	nine,	six,	False
nine,	nine,	nine,	True
five,	five,	five,	True
eighn,	eight,	eight,	True
four,	four,	four,	True
eight,	eight,	eight,	True
thren,	three,	three,	True
on,	one,	nine,	False
one,	one,	one,	True
fiveng,	five,	seven,	False
ninen,	nine,	nine,	True
ro,	four,	two,	False
sire,	five,	three,	False
o,	zero,	one,	False
nsevhr,	seven,	seven,	True
tion,	three,	six,	False
eightn,	eight,	eight,	True
six,	six,	six,	True
sivn,	seven,	seven,	True
one,	one,	one,	True
fiven,	five,	five,	True
nin,	nine,	nine,	True
sixn,	six,	six,	True
sixn,	six,	six,	True
foure,	four,	four,	True
six,	six,	six,	True
nine,	nine,	nine,	True
two,	two,	two,	True
fiven,	five,	five,	True
twohre,	three,	three,	True
two,	two,	two,	True
one,	one,	one,	True
zern,	three,	zero,	False
one,	one,	one,	True
two,	two,	two,	True
six,	six,	seven,	False
fourn,	four,	four,	True
four,	four,	four,	True
onen,	one,	one,	True
zere,	zero,	zero,	True
eightn,	eight,	eight,	True
siveixn,	seven,	seven,	True
zeroe,	zero,	zero,	True
zeron,	zero,	zero,	True
zero,	zero,	zero,	True
fiv,	five,	five,	True
nine,	nine,	nine,	True
wo,	two,	two,	True
fiv,	five,	five,	True
one,	one,	one,	True
fiveng,	five,	five,	True
sixn,	six,	six,	True
in,	five,	one,	False
tihre,	three,	three,	True
zeror,	zero,	zero,	True
for,	four,	four,	True
two,	two,	two,	True
seve,	seven,	seven,	True
fourn,	four,	four,	True
hrtwo,	two,	two,	True
tw,	two,	two,	True
twonin,	two,	two,	True
five,	five,	seven,	False
two,	two,	two,	True
twos,	two,	two,	True
four,	four,	four,	True
thren,	three,	three,	True
sevn,	seven,	seven,	True
sev,	seven,	seven,	True
on,	one,	one,	True
tonr,	four,	four,	True
ign,	nine,	eight,	False
sin,	seven,	six,	False
ign,	nine,	eight,	False
seveni,	seven,	seven,	True
eigh,	eight,	eight,	True
eig,	eight,	eight,	True
two,	two,	two,	True
ninen,	nine,	nine,	True
enrn,	nine,	one,	False
sio,	six,	six,	True
zir,	three,	zero,	False
onrn,	one,	one,	True
orn,	one,	four,	False
threg,	three,	three,	True
zenr,	zero,	zero,	True
sevn,	seven,	seven,	True
no,	nine,	zero,	False
on,	one,	one,	True
t,	two,	three,	False
hre,	three,	three,	True
sev,	seven,	seven,	True
fiv,	five,	five,	True
five,	five,	five,	True
zero,	zero,	zero,	True
six,	six,	six,	True
ighe,	eight,	eight,	True
two,	two,	two,	True
two,	two,	two,	True
fiveni,	five,	five,	True
,	five,	one,	False
fovr,	four,	four,	True
en,	one,	zero,	False
fwo,	four,	two,	False
n,	nine,	nine,	True
nen,	nine,	five,	False
twro,	two,	zero,	False
fiv,	five,	five,	True
foun,	four,	four,	True
zeroe,	zero,	zero,	True
ze,	three,	zero,	False
evn,	seven,	five,	False
three,	three,	three,	True
for,	four,	four,	True
on,	one,	one,	True
twoeg,	two,	two,	True
zern,	three,	zero,	False
sivn,	seven,	six,	False
twon,	two,	two,	True
th,	three,	three,	True
sivn,	seven,	seven,	True
eigh,	eight,	eight,	True
nine,	nine,	nine,	True
zeron,	zero,	zero,	True
tw,	two,	two,	True
for,	four,	four,	True
nin,	nine,	nine,	True
six,	six,	six,	True
eron,	seven,	zero,	False
nen,	nine,	one,	False
sev,	seven,	seven,	True
three,	three,	three,	True
fo,	four,	four,	True
zero,	zero,	zero,	True
twoe,	two,	two,	True
sixn,	six,	six,	True
evene,	seven,	seven,	True
ng,	nine,	two,	False
zern,	three,	zero,	False
shx,	six,	six,	True
er,	three,	zero,	False
fv,	five,	five,	True
twon,	two,	two,	True
swhv,	five,	seven,	False
two,	two,	two,	True
five,	five,	five,	True
nin,	nine,	nine,	True
eih,	five,	eight,	False
eigeghtn,	eight,	eight,	True
tohrn,	four,	three,	False
sev,	seven,	seven,	True
zero,	zero,	zero,	True
thrn,	three,	three,	True
two,	two,	two,	True
fo,	four,	four,	True
thren,	three,	three,	True
hrn,	three,	three,	True
fivef,	five,	five,	True
sev,	seven,	seven,	True
thren,	three,	three,	True
sevn,	seven,	seven,	True
onig,	nine,	seven,	False
two,	two,	two,	True
zeron,	zero,	zero,	True
in,	two,	one,	False
twoe,	two,	two,	True
fixurn,	six,	four,	False
seve,	seven,	seven,	True
one,	one,	one,	True
sixn,	six,	six,	True
tiorn,	three,	three,	True
one,	one,	one,	True
ion,	three,	four,	False
sixn,	six,	six,	True
zer,	zero,	zero,	True
sixe,	six,	six,	True
on,	one,	one,	True
o,	four,	one,	False
sixe,	six,	six,	True
fou,	four,	four,	True
on,	one,	one,	True
terhn,	three,	three,	True
nine,	nine,	nine,	True
sixs,	six,	six,	True
zero,	zero,	zero,	True
fourg,	four,	four,	True
three,	three,	three,	True
zeirn,	nine,	zero,	False
fiven,	five,	five,	True
nine,	nine,	nine,	True
ern,	three,	zero,	False
three,	three,	three,	True
on,	one,	one,	True
firn,	four,	seven,	False
twn,	two,	two,	True
ghe,	three,	eight,	False
twon,	two,	two,	True
twoe,	two,	two,	True
fon,	four,	four,	True
fiv,	five,	one,	False
five,	five,	five,	True
fourn,	four,	four,	True
fie,	five,	four,	False
for,	four,	four,	True
swon,	seven,	zero,	False
sex,	six,	six,	True
sixe,	six,	six,	True
eigh,	eight,	eight,	True
sixe,	six,	six,	True
trie,	three,	three,	True
nin,	nine,	nine,	True
nine,	nine,	nine,	True
ton,	one,	two,	False
seve,	seven,	seven,	True
five,	five,	five,	True
thren,	three,	three,	True
sixn,	six,	six,	True
two,	two,	two,	True
eght,	eight,	eight,	True
sixe,	six,	six,	True
hr,	four,	three,	False
two,	two,	two,	True
fove,	five,	seven,	False
sixs,	six,	six,	True
zer,	zero,	zero,	True
three,	three,	three,	True
twon,	two,	two,	True
two,	two,	two,	True
eighe,	eight,	eight,	True
six,	six,	six,	True
foue,	four,	four,	True
tohren,	three,	three,	True
five,	five,	five,	True
nine,	nine,	nine,	True
tren,	three,	three,	True
twn,	two,	two,	True
foeg,	four,	four,	True
fi,	five,	four,	False
nine,	nine,	nine,	True
enve,	five,	seven,	False
fiven,	five,	five,	True
nivn,	nine,	nine,	True
tgn,	nine,	eight,	False
sixn,	six,	seven,	False
tixe,	six,	three,	False
sixe,	six,	seven,	False
sixe,	six,	six,	True
seven,	seven,	seven,	True
fon,	three,	four,	False
six,	six,	six,	True
sevn,	seven,	five,	False
six,	six,	six,	True
nine,	nine,	nine,	True
six,	six,	six,	True
or,	four,	four,	True
ieihe,	nine,	eight,	False
sevo,	seven,	seven,	True
on,	one,	one,	True
zero,	zero,	zero,	True
six,	six,	six,	True
six,	six,	three,	False
fou,	four,	four,	True
two,	two,	two,	True
e,	three,	one,	False
sto,	two,	three,	False
seve,	seven,	seven,	True
nine,	nine,	nine,	True
foun,	four,	four,	True
five,	five,	five,	True
gh,	eight,	eight,	True
fou,	four,	four,	True
eig,	eight,	eight,	True
on,	one,	one,	True
eigh,	eight,	eight,	True
nine,	nine,	nine,	True
nin,	nine,	nine,	True
r,	four,	three,	False
five,	five,	five,	True
two,	two,	two,	True
six,	six,	seven,	False
nine,	nine,	nine,	True
ergot,	four,	zero,	False
tw,	two,	two,	True
five,	five,	five,	True
sixg,	six,	six,	True
four,	four,	four,	True
sixn,	six,	six,	True
seve,	seven,	seven,	True
fo,	four,	four,	True
nine,	nine,	nine,	True
eighn,	eight,	eight,	True
o,	four,	one,	False
two,	two,	two,	True
sxv,	six,	seven,	False
ur,	four,	four,	True
hre,	three,	three,	True
he,	three,	three,	True
ev,	five,	five,	True
eigh,	eight,	eight,	True
nro,	three,	zero,	False
sixn,	six,	six,	True
thr,	three,	three,	True
hrnin,	nine,	three,	False
tre,	three,	three,	True
ou,	two,	four,	False
hre,	three,	three,	True
four,	four,	four,	True
nine,	nine,	nine,	True
tx,	six,	six,	True
tho,	two,	three,	False
three,	three,	three,	True
siox,	six,	seven,	False
two,	two,	two,	True
nine,	nine,	nine,	True
,	seven,	nine,	False
two,	two,	two,	True
u,	four,	four,	True
si,	six,	zero,	False
six,	six,	six,	True
sev,	seven,	seven,	True
sev,	seven,	seven,	True
fonur,	four,	four,	True
five,	five,	five,	True
sex,	six,	six,	True
t,	two,	three,	False
five,	five,	five,	True
,	one,	two,	False
eigh,	eight,	eight,	True
tw,	two,	two,	True
five,	five,	five,	True
four,	four,	four,	True
sevev,	seven,	seven,	True
nineni,	nine,	nine,	True
i,	one,	eight,	False
tfve,	five,	five,	True
two,	two,	two,	True
nine,	nine,	nine,	True
rnin,	nine,	nine,	True
five,	five,	five,	True
six,	six,	seven,	False
fone,	one,	one,	True
sixsx,	six,	six,	True
ix,	six,	six,	True
fon,	four,	three,	False
sixf,	six,	six,	True
fiv,	five,	five,	True
six,	six,	six,	True
nin,	nine,	nine,	True
snve,	five,	seven,	False
oe,	one,	one,	True
four,	four,	four,	True
eih,	five,	eight,	False
on,	one,	one,	True
six,	six,	six,	True
five,	five,	five,	True
tre,	three,	three,	True
t,	two,	three,	False
tw,	two,	two,	True
nine,	nine,	nine,	True
rt,	three,	three,	True
s,	five,	two,	False
fo,	four,	four,	True
fin,	five,	five,	True
six,	six,	six,	True
one,	one,	one,	True
eg,	nine,	eight,	False
ne,	nine,	nine,	True
four,	four,	four,	True
two,	two,	two,	True
six,	six,	six,	True
ine,	nine,	nine,	True
swx,	six,	seven,	False
three,	three,	three,	True
ou,	two,	one,	False
nine,	nine,	nine,	True
four,	four,	four,	True
thx,	six,	six,	True
ninenin,	nine,	nine,	True
eighs,	eight,	eight,	True
zer,	zero,	zero,	True
six,	six,	six,	True
ih,	nine,	eight,	False
five,	five,	five,	True
one,	one,	one,	True
twou,	two,	two,	True
ninet,	nine,	nine,	True
six,	six,	six,	True
one,	one,	one,	True
nin,	nine,	nine,	True
eig,	eight,	eight,	True
ix,	six,	six,	True
fe,	five,	one,	False
ix,	six,	eight,	False
eighg,	eight,	eight,	True
te,	three,	three,	True
sixo,	six,	six,	True
on,	one,	one,	True
four,	four,	four,	True
to,	two,	two,	True
two,	two,	two,	True
twore,	two,	three,	False
sev,	seven,	seven,	True
six,	six,	six,	True
six,	six,	six,	True
sixe,	six,	seven,	False
thwro,	two,	three,	False
five,	five,	five,	True
five,	five,	five,	True
eight,	eight,	eight,	True
two,	two,	two,	True
five,	five,	five,	True
eigh,	eight,	eight,	True
nine,	nine,	nine,	True
six,	six,	six,	True
four,	four,	four,	True
six,	six,	six,	True
,	one,	zero,	False
four,	four,	four,	True
six,	six,	six,	True
seve,	seven,	seven,	True
six,	six,	six,	True
sivir,	five,	seven,	False
ive,	five,	five,	True
six,	six,	six,	True
fo,	four,	four,	True
two,	two,	two,	True
two,	two,	two,	True
sixn,	six,	six,	True
three,	three,	three,	True
nine,	nine,	nine,	True
zo,	two,	zero,	False
five,	five,	five,	True
nine,	nine,	nine,	True
,	three,	zero,	False
eigh,	eight,	eight,	True
ix,	six,	eight,	False
nine,	nine,	nine,	True
four,	four,	four,	True
,	seven,	eight,	False
two,	two,	two,	True
six,	six,	six,	True
zero,	zero,	zero,	True
fone,	one,	five,	False
zerour,	zero,	zero,	True
one,	one,	one,	True
two,	two,	two,	True
sevfse,	seven,	seven,	True
our,	four,	four,	True
to,	two,	three,	False
tw,	two,	two,	True
six,	six,	six,	True
swxo,	six,	six,	True
two,	two,	two,	True
six,	six,	zero,	False
ighs,	eight,	eight,	True
eigh,	eight,	eight,	True
six,	six,	six,	True
wo,	two,	two,	True
fou,	four,	three,	False
fivne,	five,	five,	True
t,	two,	six,	False
six,	six,	six,	True
one,	one,	one,	True
ine,	nine,	nine,	True
sive,	five,	seven,	False
five,	five,	five,	True
o,	nine,	zero,	False
nin,	nine,	nine,	True
three,	three,	three,	True
ero,	zero,	zero,	True
two,	two,	two,	True
two,	two,	two,	True
eig,	eight,	eight,	True
igs,	five,	eight,	False
our,	four,	four,	True
zro,	zero,	zero,	True
fiv,	five,	five,	True
,	five,	nine,	False
eight,	eight,	eight,	True
twre,	two,	three,	False
five,	five,	five,	True
ih,	nine,	eight,	False
four,	four,	four,	True
twne,	two,	seven,	False
nin,	nine,	nine,	True
five,	five,	five,	True
nine,	nine,	nine,	True
oe,	two,	one,	False
twore,	two,	three,	False
five,	five,	five,	True
nine,	nine,	nine,	True
twoe,	two,	two,	True
fur,	four,	four,	True
eigh,	eight,	eight,	True
eigh,	eight,	eight,	True
fwv,	five,	six,	False
eigh,	eight,	eight,	True
zewo,	two,	zero,	False
twhe,	two,	three,	False
nine,	nine,	nine,	True
six,	six,	six,	True
nin,	nine,	nine,	True
,	three,	three,	True
ive,	five,	five,	True
six,	six,	six,	True
ne,	nine,	nine,	True
fo,	four,	four,	True
four,	four,	four,	True
zer,	zero,	zero,	True
fiour,	four,	four,	True
tix,	six,	zero,	False
ih,	five,	eight,	False
in,	five,	nine,	False
one,	one,	one,	True
nine,	nine,	nine,	True
,	seven,	two,	False
nin,	nine,	nine,	True
one,	one,	one,	True
,	one,	nine,	False
fov,	five,	five,	True
eigh,	eight,	eight,	True
two,	two,	two,	True
zeo,	zero,	zero,	True
sivint,	seven,	seven,	True
ziro,	zero,	zero,	True
e,	three,	nine,	False
so,	four,	seven,	False
eighs,	eight,	eight,	True
ziron,	zero,	zero,	True
zero,	zero,	zero,	True
siven,	seven,	seven,	True
iv,	four,	five,	False
five,	five,	five,	True
nine,	nine,	nine,	True
ne,	nine,	one,	False
six,	six,	six,	True
eight,	eight,	eight,	True
seven,	seven,	seven,	True
zir,	three,	zero,	False
two,	two,	two,	True
niv,	nine,	nine,	True
io,	two,	zero,	False
swo,	two,	zero,	False
five,	five,	five,	True
sev,	seven,	seven,	True
sevsix,	seven,	seven,	True
five,	five,	five,	True
ze,	three,	zero,	False
five,	five,	five,	True
zeir,	zero,	zero,	True
iv,	four,	five,	False
n,	nine,	nine,	True
fouro,	four,	four,	True
zix,	six,	six,	True
t,	two,	three,	False
nine,	nine,	nine,	True
eigx,	eight,	eight,	True
eigh,	eight,	eight,	True
fove,	five,	five,	True
sio,	six,	zero,	False
siev,	five,	seven,	False
e,	three,	one,	False
ur,	four,	four,	True
two,	two,	two,	True
siven,	seven,	seven,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
zer,	zero,	zero,	True
two,	two,	two,	True
four,	four,	four,	True
fiv,	five,	four,	False
two,	two,	two,	True
zier,	four,	zero,	False
sev,	seven,	seven,	True
siv,	five,	seven,	False
zer,	zero,	zero,	True
seven,	seven,	seven,	True
eigh,	eight,	eight,	True
fiveiu,	five,	five,	True
nin,	nine,	nine,	True
sev,	seven,	seven,	True
twos,	two,	two,	True
twore,	two,	three,	False
on,	one,	one,	True
on,	one,	one,	True
,	seven,	eight,	False
fure,	four,	four,	True
stiv,	five,	seven,	False
ei,	five,	eight,	False
four,	four,	four,	True
six,	six,	six,	True
eigh,	eight,	eight,	True
two,	two,	two,	True
o,	zero,	zero,	True
one,	one,	one,	True
swon,	seven,	seven,	True
twotwo,	two,	three,	False
nin,	nine,	nine,	True
sixg,	six,	six,	True
oeir,	one,	zero,	False
two,	two,	two,	True
two,	two,	two,	True
ih,	nine,	six,	False
,	one,	one,	True
eigh,	eight,	eight,	True
nin,	nine,	nine,	True
,	three,	zero,	False
th,	two,	three,	False
sixt,	six,	six,	True
twoi,	two,	two,	True
ive,	five,	seven,	False
five,	five,	five,	True
sio,	six,	three,	False
te,	three,	three,	True
two,	two,	two,	True
sevn,	seven,	seven,	True
six,	six,	six,	True
swoh,	two,	three,	False
two,	two,	two,	True
sev,	seven,	seven,	True
two,	two,	two,	True
ne,	nine,	one,	False
on,	one,	one,	True
n,	nine,	one,	False
five,	five,	five,	True
te,	three,	two,	False
fiv,	five,	one,	False
erx,	three,	zero,	False
,	seven,	three,	False
the,	three,	three,	True
o,	four,	zero,	False
ive,	five,	eight,	False
one,	one,	one,	True
eir,	three,	zero,	False
thr,	three,	three,	True
five,	five,	five,	True
one,	one,	one,	True
nine,	nine,	nine,	True
oure,	four,	four,	True
,	nine,	six,	False
zeroe,	zero,	zero,	True
fou,	four,	four,	True
te,	three,	three,	True
fo,	four,	four,	True
ninet,	nine,	nine,	True
seve,	seven,	seven,	True
ine,	nine,	nine,	True
eigheg,	eight,	eight,	True
three,	three,	three,	True
sixe,	six,	six,	True
tre,	three,	three,	True
twoe,	two,	two,	True
four,	four,	four,	True
fiv,	five,	five,	True
ig,	eight,	eight,	True
seve,	seven,	six,	False
nine,	nine,	nine,	True
sevne,	seven,	seven,	True
oe,	two,	one,	False
one,	one,	one,	True
eighte,	eight,	eight,	True
five,	five,	five,	True
ine,	nine,	nine,	True
six,	six,	six,	True
seve,	seven,	seven,	True
three,	three,	three,	True
seve,	seven,	seven,	True
eigh,	eight,	eight,	True
three,	three,	three,	True
four,	four,	four,	True
e,	three,	one,	False
sixe,	six,	six,	True
seon,	seven,	seven,	True
four,	four,	four,	True
tiof,	two,	six,	False
seve,	seven,	seven,	True
zeroe,	zero,	zero,	True
zer,	zero,	zero,	True
seve,	seven,	five,	False
zeio,	zero,	zero,	True
eoe,	two,	zero,	False
sixe,	six,	six,	True
i,	nine,	three,	False
the,	three,	three,	True
heroe,	zero,	zero,	True
tixe,	six,	six,	True
e,	three,	seven,	False
eighe,	eight,	eight,	True
sixe,	six,	six,	True
foe,	four,	four,	True
three,	three,	three,	True
sox,	six,	six,	True
sixe,	six,	six,	True
sevne,	seven,	seven,	True
zero,	zero,	zero,	True
zeo,	zero,	zero,	True
the,	three,	three,	True
etwe,	two,	two,	True
th,	two,	three,	False
ti,	three,	three,	True
sevn,	seven,	seven,	True
twoe,	two,	two,	True
fie,	five,	five,	True
sero,	zero,	zero,	True
ero,	zero,	zero,	True
foure,	four,	four,	True
foure,	four,	four,	True
fen,	seven,	seven,	True
five,	five,	five,	True
etnhe,	nine,	three,	False
eurive,	five,	five,	True
sive,	five,	six,	False
ighe,	eight,	eight,	True
e,	three,	nine,	False
nine,	nine,	nine,	True
eir,	three,	six,	False
one,	one,	one,	True
twoe,	two,	six,	False
nine,	nine,	nine,	True
e,	three,	eight,	False
zeoe,	zero,	zero,	True
eighe,	eight,	eight,	True
sixe,	six,	six,	True
foureg,	four,	four,	True
fioure,	four,	four,	True
sevnene,	seven,	seven,	True
twoe,	two,	two,	True
sixf,	six,	six,	True
sene,	nine,	seven,	False
five,	five,	five,	True
fivre,	five,	five,	True
sixe,	six,	six,	True
fofo,	four,	four,	True
nine,	nine,	nine,	True
five,	five,	five,	True
five,	five,	five,	True
eghtf,	eight,	eight,	True
sevxs,	seven,	six,	False
fone,	one,	one,	True
te,	three,	two,	False
e,	three,	nine,	False
one,	one,	one,	True
eighte,	eight,	eight,	True
fev,	five,	seven,	False
foure,	four,	four,	True
sive,	five,	six,	False
seixsex,	six,	six,	True
twoe,	two,	two,	True
five,	five,	five,	True
eighte,	eight,	eight,	True
sevnge,	seven,	seven,	True
sighg,	five,	six,	False
three,	three,	three,	True
two,	two,	two,	True
twhre,	three,	three,	True
eighe,	eight,	eight,	True
five,	five,	five,	True
zeroe,	zero,	zero,	True
one,	one,	one,	True
fte,	eight,	three,	False
twoi,	two,	three,	False
nine,	nine,	nine,	True
ehe,	three,	eight,	False
nine,	nine,	nine,	True
fhen,	three,	three,	True
one,	one,	one,	True
sixfiv,	six,	six,	True
one,	one,	one,	True
five,	five,	five,	True
sevene,	seven,	seven,	True
ne,	nine,	nine,	True
sev,	seven,	seven,	True
twoe,	two,	two,	True
nine,	nine,	nine,	True
five,	five,	five,	True
four,	four,	four,	True
zeoe,	zero,	zero,	True
two,	two,	six,	False
tiroe,	three,	zero,	False
etwoe,	two,	two,	True
zeroe,	zero,	zero,	True
he,	three,	zero,	False
seioe,	six,	six,	True
five,	five,	five,	True
one,	one,	one,	True
seve,	seven,	six,	False
three,	three,	three,	True
twoe,	two,	two,	True
seve,	seven,	zero,	False
fiv,	five,	five,	True
sevene,	seven,	seven,	True
twoe,	two,	two,	True
eighe,	eight,	two,	False
twoe,	two,	two,	True
five,	five,	five,	True
five,	five,	five,	True
two,	two,	six,	False
fn,	three,	one,	False
eighe,	eight,	eight,	True
sire,	nine,	six,	False
zeroe,	zero,	zero,	True
zeroe,	zero,	zero,	True
foe,	four,	four,	True
zeroe,	zero,	zero,	True
zeroeg,	zero,	zero,	True
ne,	nine,	one,	False
ie,	nine,	five,	False
zerog,	zero,	zero,	True
nine,	nine,	nine,	True
zeroe,	zero,	zero,	True
ning,	nine,	nine,	True
fore,	four,	four,	True
seve,	seven,	seven,	True
zere,	zero,	zero,	True
nine,	nine,	nine,	True
sev,	seven,	seven,	True
four,	four,	four,	True
egh,	eight,	eight,	True
zeroe,	zero,	zero,	True
eige,	eight,	eight,	True
ege,	nine,	eight,	False
foue,	four,	four,	True
seve,	seven,	seven,	True
zere,	zero,	zero,	True
zeroe,	zero,	zero,	True
eighte,	eight,	eight,	True
niseve,	nine,	seven,	False
on,	one,	one,	True
re,	three,	one,	False
ne,	nine,	nine,	True
twoe,	two,	two,	True
ne,	nine,	nine,	True
r,	four,	four,	True
twoe,	two,	two,	True
on,	one,	one,	True
feve,	five,	seven,	False
zere,	zero,	zero,	True
sixe,	six,	six,	True
oe,	two,	one,	False
sixe,	six,	six,	True
fiv,	five,	nine,	False
three,	three,	three,	True
fie,	five,	five,	True
threin,	three,	three,	True
e,	three,	six,	False
nine,	nine,	nine,	True
ier,	three,	three,	True
eon,	nine,	one,	False
sixf,	six,	six,	True
seve,	seven,	seven,	True
e,	three,	five,	False
fo,	four,	four,	True
ne,	nine,	one,	False
oune,	one,	one,	True
twe,	two,	two,	True
twoig,	two,	two,	True
fie,	five,	four,	False
three,	three,	three,	True
eighe,	eight,	eight,	True
fureg,	four,	four,	True
znin,	nine,	nine,	True
sevn,	seven,	seven,	True
,	nine,	one,	False
zero,	zero,	zero,	True
zeighe,	five,	eight,	False
eige,	eight,	eight,	True
for,	four,	four,	True
fo,	four,	four,	True
ning,	nine,	nine,	True
five,	five,	five,	True
six,	six,	six,	True
ne,	nine,	one,	False
twh,	two,	three,	False
sivneg,	five,	seven,	False
five,	five,	five,	True
eive,	five,	nine,	False
on,	one,	one,	True
sive,	five,	six,	False
siv,	five,	six,	False
thr,	three,	three,	True
oni,	one,	one,	True
,	two,	zero,	False
tohreig,	three,	three,	True
sev,	seven,	six,	False
t,	two,	three,	False
sis,	six,	six,	True
two,	two,	two,	True
four,	four,	four,	True
oin,	nine,	one,	False
i,	one,	nine,	False
two,	two,	two,	True
zer,	zero,	zero,	True
thr,	three,	three,	True
five,	five,	five,	True
ninr,	nine,	zero,	False
zrnine,	nine,	nine,	True
,	nine,	one,	False
thr,	three,	three,	True
six,	six,	six,	True
,	seven,	four,	False
sev,	seven,	seven,	True
four,	four,	four,	True
threig,	three,	three,	True
one,	one,	one,	True
egh,	eight,	eight,	True
fiv,	five,	seven,	False
one,	one,	one,	True
ze,	three,	zero,	False
e,	three,	one,	False
nin,	nine,	nine,	True
one,	one,	one,	True
threi,	three,	three,	True
eight,	eight,	eight,	True
siv,	five,	seven,	False
one,	one,	one,	True
fin,	five,	four,	False
fiv,	five,	five,	True
tr,	three,	three,	True
sivtwo,	two,	seven,	False
eigh,	eight,	eight,	True
re,	three,	three,	True
six,	six,	six,	True
zhre,	three,	three,	True
nin,	nine,	nine,	True
ne,	nine,	one,	False
two,	two,	two,	True
eigh,	eight,	eight,	True
nin,	nine,	nine,	True
fovur,	four,	four,	True
eigh,	eight,	eight,	True
six,	six,	six,	True
the,	three,	three,	True
thrti,	three,	three,	True
six,	six,	six,	True
nine,	nine,	nine,	True
fo,	four,	four,	True
zro,	zero,	zero,	True
nin,	nine,	nine,	True
onen,	one,	one,	True
six,	six,	six,	True
six,	six,	six,	True
