Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
er,	three,	zero,	False
nine,	nine,	nine,	True
foure,	four,	four,	True
nine,	nine,	nine,	True
twor,	two,	thre,	False
fivef,	five,	five,	True
,	six,	zero,	False
fiv,	five,	eight,	False
tw,	two,	zero,	False
trhrt,	three,	thre,	False
twv,	two,	thre,	False
twhrt,	two,	thre,	False
six,	six,	six,	True
sevi,	seven,	seven,	True
six,	six,	six,	True
foure,	four,	four,	True
fiv,	five,	five,	True
tixtig,	six,	two,	False
f,	four,	thre,	False
er,	Three,	zero,	False
one,	one,	one,	True
eigh,	eight,	eight,	True
thre,	three,	thre,	False
o,	four,	one,	False
one,	one,	one,	True
nin,	nine,	nine,	True
twoe,	two,	two,	True
fiv,	five,	five,	True
th,	three,	thre,	False
ewgh,	two,	eight,	False
fivin,	five,	seven,	False
six,	six,	six,	True
six,	six,	six,	True
si,	six,	thre,	False
fo,	four,	thre,	False
fiv,	five,	five,	True
i,	nine,	nine,	True
sioig,	six,	two,	False
five,	five,	five,	True
rt,	three,	zero,	False
six,	six,	six,	True
five,	five,	five,	True
n,	nine,	one,	False
n,	nine,	one,	False
sixn,	six,	seven,	False
thr,	three,	thre,	False
five,	five,	five,	True
sio,	six,	six,	True
ur,	four,	four,	True
swo,	two,	two,	True
eh,	two,	eight,	False
nu,	nine,	four,	False
,	five,	four,	False
eigh,	eight,	eight,	True
twro,	two,	zero,	False
two,	two,	zero,	False
sev,	seven,	seven,	True
eigh,	eight,	eight,	True
two,	two,	two,	True
eigh,	eight,	eight,	True
r,	four,	zero,	False
four,	four,	four,	True
ig,	five,	two,	False
sie,	six,	six,	True
six,	six,	six,	True
thre,	three,	thre,	False
th,	three,	thre,	False
f,	five,	five,	True
ourg,	four,	four,	True
nin,	nine,	nine,	True
twon,	two,	seven,	False
sev,	seven,	seven,	True
foi,	four,	four,	True
two,	two,	two,	True
fo,	four,	five,	False
tw,	two,	two,	True
ero,	zero,	zero,	True
nin,	nine,	nine,	True
nig,	nine,	one,	False
fiv,	five,	five,	True
ning,	nine,	nine,	True
thret,	three,	thre,	False
on,	one,	one,	True
twv,	two,	thre,	False
eigh,	eight,	eight,	True
eigh,	eight,	eight,	True
nine,	nine,	nine,	True
fo,	four,	one,	False
two,	two,	two,	True
sx,	six,	six,	True
o,	four,	zero,	False
two,	two,	two,	True
,	seven,	five,	False
sei,	six,	six,	True
fiv,	five,	five,	True
fourt,	four,	four,	True
six,	six,	six,	True
f,	five,	four,	False
,	six,	one,	False
five,	five,	five,	True
nine,	nine,	nine,	True
sixe,	six,	six,	True
o,	zero,	one,	False
two,	two,	two,	True
n,	nine,	one,	False
ne,	nine,	one,	False
o,	zero,	zero,	True
five,	five,	five,	True
tho,	two,	thre,	False
siv,	five,	seven,	False
eigh,	eight,	eight,	True
four,	four,	four,	True
five,	five,	five,	True
four,	four,	four,	True
two,	two,	two,	True
feiv,	five,	seven,	False
fiv,	five,	five,	True
thre,	three,	thre,	False
fiv,	five,	five,	True
eght,	eight,	eight,	True
fe,	five,	zero,	False
er,	four,	zero,	False
sevnf,	seven,	seven,	True
ero,	zero,	zero,	True
sixi,	six,	two,	False
thre,	three,	thre,	False
ero,	zero,	zero,	True
oe,	nine,	one,	False
ev,	seven,	seven,	True
two,	two,	two,	True
n,	nine,	nine,	True
two,	two,	two,	True
five,	five,	five,	True
eight,	eight,	eight,	True
fiv,	five,	five,	True
sion,	seven,	two,	False
fiveig,	five,	five,	True
two,	two,	two,	True
on,	one,	one,	True
two,	two,	thre,	False
nin,	nine,	nine,	True
e,	three,	nine,	False
oe,	two,	one,	False
fiv,	five,	five,	True
fo,	four,	four,	True
eigx,	eight,	eight,	True
nin,	nine,	nine,	True
e,	three,	one,	False
sei,	six,	seven,	False
r,	four,	zero,	False
nin,	nine,	nine,	True
tin,	ten,	thre,	False
six,	six,	six,	True
eig,	eight,	eight,	True
o,	zero,	zero,	True
fix,	six,	four,	False
z,	two,	zero,	False
o,	two,	one,	False
e,	three,	five,	False
fe,	five,	seven,	False
sivne,	five,	seven,	False
fix,	six,	four,	False
two,	two,	thre,	False
siv,	Five,	seven,	False
nine,	nine,	nine,	True
zone,	one,	one,	True
zero,	zero,	zero,	True
ztw,	two,	two,	True
tw,	two,	two,	True
fenei,	nine,	seven,	False
fiv,	five,	five,	True
five,	five,	five,	True
five,	five,	five,	True
zfive,	five,	five,	True
one,	one,	one,	True
nivein,	nine,	nine,	True
fiv,	five,	five,	True
one,	one,	one,	True
zere,	zero,	zero,	True
two,	two,	two,	True
zexe,	six,	zero,	False
sevne,	seven,	seven,	True
five,	five,	five,	True
sev,	seven,	seven,	True
eighe,	eight,	eight,	True
tswx,	six,	six,	True
one,	one,	one,	True
fio,	five,	four,	False
tnine,	nine,	nine,	True
thre,	Three,	thre,	False
tworeig,	two,	thre,	False
nine,	nine,	nine,	True
eigh,	eight,	eight,	True
sevxeig,	seven,	seven,	True
tre,	Three,	thre,	False
toere,	two,	thre,	False
e,	three,	zero,	False
iohe,	nine,	eight,	False
one,	one,	one,	True
,	two,	two,	True
eroe,	zero,	zero,	True
one,	one,	one,	True
eige,	eight,	eight,	True
fur,	four,	four,	True
eg,	eight,	eight,	True
twoe,	two,	two,	True
fovu,	four,	four,	True
twoe,	two,	two,	True
two,	two,	two,	True
six,	six,	seven,	False
oure,	four,	four,	True
two,	two,	two,	True
eigh,	eight,	eight,	True
foure,	four,	four,	True
tixre,	three,	zero,	False
five,	five,	five,	True
fo,	four,	four,	True
five,	five,	five,	True
fo,	four,	four,	True
four,	four,	four,	True
fourt,	four,	four,	True
sixe,	six,	seven,	False
on,	one,	eight,	False
one,	one,	one,	True
one,	one,	one,	True
nin,	nine,	nine,	True
nine,	nine,	nine,	True
sixeig,	six,	six,	True
two,	two,	two,	True
one,	one,	one,	True
two,	two,	thre,	False
fvoure,	four,	four,	True
eine,	nine,	nine,	True
five,	five,	five,	True
ovne,	one,	one,	True
fo,	four,	four,	True
one,	one,	one,	True
five,	five,	five,	True
eroe,	zero,	zero,	True
ehre,	three,	zero,	False
eight,	eight,	eight,	True
fore,	four,	four,	True
nwne,	nine,	nine,	True
one,	one,	one,	True
esix,	six,	two,	False
two,	two,	two,	True
svnene,	seven,	seven,	True
four,	four,	four,	True
tioe,	nine,	thre,	False
tre,	three,	thre,	False
sox,	six,	six,	True
foure,	four,	four,	True
ein,	one,	zero,	False
eoe,	three,	zero,	False
foe,	four,	five,	False
irhe,	three,	two,	False
n,	nine,	four,	False
onre,	one,	one,	True
ewoe,	two,	eight,	False
five,	five,	five,	True
eigh,	eight,	four,	False
ero,	zero,	zero,	True
ninene,	nine,	nine,	True
enighi,	eight,	eight,	True
thre,	Three,	thre,	False
foure,	four,	four,	True
er,	three,	zero,	False
six,	six,	six,	True
five,	five,	five,	True
six,	six,	six,	True
wo,	two,	two,	True
five,	five,	five,	True
igh,	eight,	eight,	True
swo,	two,	zero,	False
nive,	five,	nine,	False
er,	four,	zero,	False
foure,	four,	four,	True
ur,	four,	four,	True
two,	two,	two,	True
ro,	zero,	zero,	True
eigx,	eight,	eight,	True
on,	one,	one,	True
ive,	five,	five,	True
five,	five,	five,	True
ri,	three,	zero,	False
er,	four,	zero,	False
er,	three,	zero,	False
fivr,	five,	four,	False
t,	two,	thre,	False
h,	four,	six,	False
sixe,	six,	six,	True
fo,	four,	four,	True
four,	four,	four,	True
six,	six,	six,	True
en,	one,	seven,	False
for,	four,	four,	True
two,	two,	two,	True
two,	two,	two,	True
five,	five,	five,	True
five,	five,	seven,	False
eigh,	eight,	eight,	True
eroe,	zero,	zero,	True
twoe,	two,	thre,	False
nin,	nine,	nine,	True
one,	one,	one,	True
eigh,	eight,	eight,	True
sx,	six,	six,	True
seve,	seven,	seven,	True
hre,	three,	thre,	False
ewo,	two,	eight,	False
o,	four,	one,	False
oig,	three,	zero,	False
,	Two,	thre,	False
fivur,	five,	four,	False
fo,	four,	four,	True
twx,	two,	two,	True
five,	five,	five,	True
fo,	four,	four,	True
e,	three,	zero,	False
sixig,	six,	six,	True
ein,	one,	two,	False
nin,	nine,	one,	False
fiv,	five,	five,	True
five,	five,	five,	True
four,	four,	four,	True
nin,	nine,	nine,	True
fo,	four,	four,	True
ei,	five,	eight,	False
e,	three,	one,	False
sixs,	Six,	six,	False
fourig,	four,	four,	True
tw,	two,	two,	True
four,	four,	four,	True
sixe,	six,	six,	True
er,	three,	zero,	False
sixe,	six,	six,	True
eig,	eight,	eight,	True
eix,	six,	eight,	False
e,	three,	thre,	False
eight,	eight,	eight,	True
four,	four,	four,	True
two,	two,	two,	True
eiv,	five,	eight,	False
fot,	four,	four,	True
iu,	two,	four,	False
fourg,	four,	four,	True
oin,	nine,	one,	False
who,	two,	eight,	False
n,	nine,	nine,	True
eighig,	eight,	eight,	True
th,	three,	eight,	False
fiv,	five,	five,	True
fourur,	four,	four,	True
six,	Six,	six,	False
sevn,	seven,	seven,	True
siv,	five,	six,	False
sevn,	seven,	seven,	True
eih,	nine,	six,	False
seven,	seven,	seven,	True
rur,	four,	zero,	False
froro,	four,	zero,	False
rx,	six,	zero,	False
r,	four,	thre,	False
e,	three,	zero,	False
siv,	seven,	seven,	True
six,	six,	six,	True
er,	three,	zero,	False
ig,	nine,	eight,	False
eigh,	eight,	eight,	True
,	seven,	five,	False
nint,	nine,	nine,	True
five,	five,	five,	True
fiv,	five,	five,	True
five,	five,	five,	True
,	nine,	thre,	False
nin,	nine,	nine,	True
rix,	six,	zero,	False
to,	two,	two,	True
fi,	five,	five,	True
six,	six,	six,	True
twoig,	two,	two,	True
six,	six,	six,	True
e,	three,	thre,	False
tohreig,	three,	thre,	False
sivn,	seven,	seven,	True
two,	two,	eight,	False
five,	five,	five,	True
,	two,	one,	False
to,	two,	two,	True
th,	three,	thre,	False
th,	three,	thre,	False
n,	nine,	one,	False
eigh,	eight,	eight,	True
sixve,	six,	seven,	False
nin,	nine,	nine,	True
sixe,	six,	six,	True
igh,	nine,	eight,	False
to,	two,	two,	True
i,	nine,	zero,	False
sig,	six,	eight,	False
t,	two,	eight,	False
to,	two,	two,	True
swx,	six,	zero,	False
toe,	two,	thre,	False
sivhn,	seven,	seven,	True
sivn,	seven,	seven,	True
thre,	three,	thre,	False
sev,	seven,	seven,	True
son,	seven,	six,	False
n,	nine,	nine,	True
nin,	Nine,	nine,	False
fivn,	five,	seven,	False
hrog,	three,	zero,	False
fio,	five,	four,	False
four,	four,	four,	True
igh,	nine,	eight,	False
six,	six,	six,	True
sion,	seven,	seven,	True
fou,	four,	four,	True
on,	one,	one,	True
he,	three,	thre,	False
four,	four,	four,	True
on,	one,	one,	True
sixs,	six,	six,	True
fiv,	five,	five,	True
two,	two,	two,	True
six,	six,	six,	True
four,	four,	four,	True
six,	six,	seven,	False
on,	one,	one,	True
six,	six,	six,	True
fourig,	four,	four,	True
sevne,	seven,	seven,	True
nie,	nine,	nine,	True
two,	two,	two,	True
fiv,	five,	five,	True
tih,	two,	two,	True
fovn,	five,	five,	True
four,	four,	four,	True
on,	one,	one,	True
sev,	seven,	seven,	True
fre,	three,	zero,	False
eight,	eight,	eight,	True
one,	one,	one,	True
thre,	three,	thre,	False
r,	four,	zero,	False
nighg,	nine,	eight,	False
six,	six,	six,	True
wour,	four,	four,	True
iv,	four,	five,	False
eig,	eight,	eight,	True
sixe,	six,	six,	True
two,	two,	two,	True
nine,	nine,	nine,	True
two,	two,	two,	True
n,	nine,	nine,	True
five,	five,	five,	True
fo,	four,	two,	False
ive,	five,	five,	True
five,	five,	five,	True
eigh,	eight,	eight,	True
fourig,	four,	four,	True
sf,	five,	thre,	False
sev,	seven,	seven,	True
on,	one,	one,	True
vu,	two,	four,	False
twhe,	two,	thre,	False
ewo,	two,	eight,	False
,	two,	zero,	False
thre,	three,	thre,	False
six,	six,	six,	True
f,	four,	four,	True
to,	two,	thre,	False
nine,	nine,	nine,	True
twh,	two,	thre,	False
t,	two,	thre,	False
i,	One,	two,	False
sev,	seven,	seven,	True
twx,	two,	two,	True
four,	four,	four,	True
,	four,	zero,	False
nine,	nine,	nine,	True
n,	nine,	one,	False
r,	four,	zero,	False
eighig,	eight,	eight,	True
six,	six,	six,	True
ni,	nine,	nine,	True
six,	six,	six,	True
sio,	six,	zero,	False
fiv,	five,	five,	True
five,	five,	five,	True
six,	six,	thre,	False
nie,	nine,	nine,	True
fivefn,	five,	five,	True
fur,	four,	four,	True
fo,	four,	four,	True
ero,	zero,	zero,	True
foe,	four,	five,	False
he,	three,	thre,	False
sri,	three,	six,	False
six,	six,	six,	True
tw,	two,	thre,	False
twhrt,	two,	thre,	False
fur,	four,	four,	True
zfive,	five,	five,	True
zfr,	three,	zero,	False
sev,	seven,	seven,	True
six,	six,	six,	True
igig,	nine,	eight,	False
zeg,	zero,	eight,	False
z,	two,	thre,	False
oe,	one,	one,	True
w,	two,	thre,	False
znine,	nine,	nine,	True
nin,	nine,	nine,	True
fiv,	five,	five,	True
tre,	three,	thre,	False
ztwo,	two,	two,	True
zsevn,	seven,	seven,	True
f,	four,	four,	True
on,	one,	one,	True
five,	five,	five,	True
ing,	nine,	nine,	True
eg,	eight,	eight,	True
o,	four,	thre,	False
nive,	five,	nine,	False
ztw,	two,	two,	True
fur,	four,	four,	True
zsive,	five,	five,	True
six,	six,	six,	True
fu,	four,	four,	True
seve,	seven,	seven,	True
ztw,	two,	two,	True
zth,	two,	thre,	False
sve,	five,	seven,	False
igt,	eight,	eight,	True
o,	four,	thre,	False
on,	one,	one,	True
on,	one,	one,	True
one,	one,	one,	True
fo,	four,	four,	True
fiv,	five,	five,	True
fev,	five,	four,	False
ur,	four,	four,	True
fiv,	five,	five,	True
r,	four,	zero,	False
one,	one,	one,	True
ev,	five,	seven,	False
,	three,	one,	False
srf,	three,	six,	False
,	seven,	zero,	False
nine,	nine,	nine,	True
nin,	nine,	nine,	True
fo,	four,	six,	False
fov,	four,	four,	True
six,	Six,	six,	False
we,	three,	thre,	False
,	Three,	zero,	False
five,	five,	five,	True
sixo,	six,	zero,	False
sev,	seven,	seven,	True
te,	three,	thre,	False
six,	six,	six,	True
sive,	five,	seven,	False
,	nine,	thre,	False
fov,	four,	four,	True
ev,	five,	seven,	False
,	two,	zero,	False
,	four,	zero,	False
seven,	seven,	seven,	True
nin,	nine,	nine,	True
one,	one,	one,	True
n,	nine,	nine,	True
fig,	five,	seven,	False
egh,	eight,	eight,	True
ro,	four,	two,	False
on,	one,	one,	True
,	seven,	one,	False
ev,	five,	seven,	False
five,	five,	five,	True
two,	two,	two,	True
,	nine,	four,	False
fiv,	five,	five,	True
two,	two,	two,	True
trn,	three,	thre,	False
fe,	five,	four,	False
eigtwe,	eight,	eight,	True
five,	five,	five,	True
fivein,	five,	five,	True
two,	two,	two,	True
tr,	three,	thre,	False
eigt,	eight,	eight,	True
one,	one,	one,	True
svx,	six,	six,	True
o,	four,	zero,	False
five,	five,	five,	True
four,	four,	four,	True
one,	one,	one,	True
t,	two,	four,	False
nine,	nine,	nine,	True
sioe,	six,	thre,	False
in,	eight,	nine,	False
ne,	nine,	nine,	True
o,	nine,	one,	False
of,	four,	zero,	False
sev,	seven,	seven,	True
fo,	four,	four,	True
four,	four,	four,	True
six,	Six,	six,	False
two,	two,	two,	True
two,	two,	two,	True
fte,	eight,	thre,	False
two,	two,	zero,	False
four,	four,	four,	True
two,	two,	two,	True
four,	four,	four,	True
twe,	two,	thre,	False
fovn,	seven,	seven,	True
erv,	three,	zero,	False
six,	six,	six,	True
fiv,	five,	five,	True
ie,	nine,	nine,	True
tr,	Three,	zero,	False
eig,	eight,	eight,	True
twoin,	two,	two,	True
sirx,	six,	six,	True
six,	six,	six,	True
n,	nine,	one,	False
two,	two,	two,	True
two,	two,	two,	True
sir,	three,	seven,	False
five,	five,	five,	True
nine,	nine,	nine,	True
serv,	three,	six,	False
igx,	six,	eight,	False
ning,	nine,	nine,	True
sevne,	seven,	seven,	True
one,	one,	one,	True
two,	two,	two,	True
seve,	seven,	seven,	True
sivwo,	five,	seven,	False
fiv,	five,	five,	True
eigh,	eight,	eight,	True
er,	four,	zero,	False
fivn,	five,	five,	True
sev,	seven,	seven,	True
e,	three,	eight,	False
six,	six,	seven,	False
ofiv,	five,	five,	True
fio,	five,	eight,	False
siv,	five,	six,	False
fof,	four,	four,	True
twroe,	two,	thre,	False
niv,	five,	nine,	False
six,	six,	six,	True
eig,	eight,	eight,	True
r,	four,	zero,	False
two,	two,	two,	True
iwf,	five,	six,	False
eigts,	eight,	eight,	True
wor,	four,	two,	False
sev,	seven,	six,	False
five,	five,	five,	True
four,	four,	four,	True
sio,	six,	zero,	False
sixt,	six,	seven,	False
nine,	nine,	nine,	True
two,	two,	two,	True
sevn,	seven,	seven,	True
six,	six,	six,	True
e,	three,	six,	False
eigh,	eight,	eight,	True
nine,	nine,	nine,	True
otwo,	two,	two,	True
fwo,	two,	two,	True
hre,	three,	thre,	False
oigh,	eight,	eight,	True
five,	five,	thre,	False
nin,	nine,	nine,	True
siv,	five,	six,	False
threit,	three,	thre,	False
tr,	three,	seven,	False
six,	six,	zero,	False
nine,	nine,	nine,	True
nine,	nine,	nine,	True
sivn,	seven,	seven,	True
six,	six,	six,	True
fivuev,	five,	five,	True
five,	five,	five,	True
fon,	four,	one,	False
four,	four,	four,	True
fonr,	four,	four,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
ro,	four,	zero,	False
on,	one,	one,	True
fiv,	five,	five,	True
two,	Two,	two,	False
ret,	three,	thre,	False
siv,	five,	seven,	False
siho,	six,	seven,	False
fiv,	five,	five,	True
thre,	three,	thre,	False
tw,	two,	two,	True
ei,	five,	eight,	False
nt,	nine,	one,	False
to,	two,	two,	True
fiv,	five,	five,	True
two,	two,	two,	True
o,	four,	one,	False
fivit,	five,	five,	True
four,	four,	four,	True
in,	five,	nine,	False
hre,	three,	thre,	False
o,	four,	one,	False
sev,	seven,	seven,	True
fiv,	five,	one,	False
twohre,	three,	thre,	False
tuog,	two,	zero,	False
nin,	nine,	nine,	True
nin,	nine,	nine,	True
nine,	nine,	nine,	True
twohr,	two,	thre,	False
two,	two,	two,	True
nine,	nine,	nine,	True
four,	four,	four,	True
eig,	eight,	eight,	True
nin,	nine,	nine,	True
on,	one,	one,	True
on,	one,	one,	True
n,	nine,	seven,	False
nin,	nine,	nine,	True
nin,	nine,	nine,	True
two,	two,	two,	True
five,	five,	five,	True
th,	three,	thre,	False
two,	two,	two,	True
sevt,	seven,	seven,	True
sixf,	six,	six,	True
our,	four,	one,	False
two,	two,	two,	True
fiv,	five,	seven,	False
two,	two,	seven,	False
nin,	nine,	nine,	True
ur,	four,	four,	True
t,	two,	thre,	False
two,	two,	two,	True
six,	six,	six,	True
ero,	zero,	zero,	True
sion,	seven,	seven,	True
ni,	nine,	nine,	True
in,	seven,	nine,	False
th,	three,	thre,	False
fiv,	five,	five,	True
or,	four,	zero,	False
fivf,	five,	five,	True
,	eight,	zero,	False
fourt,	four,	four,	True
,	three,	zero,	False
one,	one,	one,	True
i,	nine,	nine,	True
sit,	six,	six,	True
ev,	five,	seven,	False
two,	two,	two,	True
trit,	three,	six,	False
two,	two,	two,	True
ti,	three,	thre,	False
two,	two,	two,	True
th,	two,	six,	False
two,	two,	two,	True
fou,	four,	four,	True
sixf,	six,	six,	True
,	two,	zero,	False
on,	one,	one,	True
ni,	nine,	nine,	True
er,	Three,	zero,	False
seve,	seven,	seven,	True
eig,	eight,	eight,	True
four,	four,	four,	True
four,	four,	four,	True
sixf,	six,	six,	True
ur,	four,	zero,	False
erof,	four,	zero,	False
sivit,	five,	seven,	False
tv,	five,	thre,	False
on,	one,	one,	True
tix,	six,	six,	True
fiv,	five,	five,	True
sev,	seven,	seven,	True
th,	Three,	thre,	False
n,	nine,	two,	False
fo,	four,	four,	True
tw,	Two,	two,	False
twh,	two,	eight,	False
tw,	two,	two,	True
four,	four,	four,	True
e,	three,	zero,	False
sixg,	six,	six,	True
v,	five,	five,	True
two,	two,	two,	True
,	seven,	one,	False
ero,	zero,	zero,	True
foune,	four,	one,	False
five,	five,	five,	True
thre,	three,	thre,	False
tw,	two,	two,	True
siv,	Five,	seven,	False
one,	one,	one,	True
fourt,	four,	four,	True
eigh,	eight,	eight,	True
four,	four,	four,	True
ein,	one,	seven,	False
w,	two,	two,	True
sevn,	seven,	seven,	True
six,	six,	seven,	False
fo,	four,	four,	True
eig,	eight,	eight,	True
one,	one,	one,	True
five,	five,	five,	True
five,	five,	five,	True
whrei,	three,	thre,	False
ig,	nine,	eight,	False
znin,	nine,	nine,	True
zsxf,	six,	six,	True
sevx,	seven,	seven,	True
z,	two,	eight,	False
zfov,	five,	four,	False
zthro,	three,	thre,	False
zfive,	five,	five,	True
ht,	eight,	eight,	True
zfov,	five,	five,	True
zsexs,	six,	six,	True
zeigh,	eight,	eight,	True
zfo,	zero,	four,	False
zn,	seven,	one,	False
zeigh,	eight,	eight,	True
ter,	three,	zero,	False
ero,	zero,	zero,	True
zfo,	zero,	four,	False
zur,	four,	four,	True
znin,	nine,	nine,	True
zu,	two,	four,	False
zfivt,	five,	five,	True
in,	eight,	five,	False
zerot,	zero,	zero,	True
five,	five,	five,	True
ztfwo,	two,	two,	True
seven,	seven,	seven,	True
thw,	two,	thre,	False
zone,	one,	one,	True
zeight,	eight,	eight,	True
zevh,	seven,	eight,	False
zon,	one,	one,	True
,	three,	one,	False
fivt,	five,	five,	True
et,	eight,	zero,	False
sfiv,	five,	seven,	False
the,	three,	thre,	False
egero,	zero,	zero,	True
e,	three,	one,	False
th,	three,	thre,	False
er,	four,	zero,	False
on,	one,	one,	True
tio,	two,	zero,	False
heg,	three,	thre,	False
two,	two,	two,	True
two,	two,	two,	True
five,	five,	five,	True
te,	three,	zero,	False
en,	one,	seven,	False
,	three,	one,	False
e,	Three,	zero,	False
t,	two,	two,	True
thet,	three,	thre,	False
egh,	eight,	eight,	True
fove,	five,	five,	True
,	four,	four,	True
eg,	five,	eight,	False
sevn,	seven,	seven,	True
eig,	eight,	eight,	True
on,	one,	one,	True
sev,	seven,	seven,	True
eh,	two,	thre,	False
sevt,	seven,	seven,	True
sevn,	seven,	seven,	True
ero,	zero,	zero,	True
the,	seven,	thre,	False
two,	two,	two,	True
thre,	three,	thre,	False
one,	one,	one,	True
fur,	four,	four,	True
five,	five,	five,	True
for,	four,	four,	True
er,	Three,	six,	False
fr,	four,	four,	True
eighe,	eight,	eight,	True
six,	six,	six,	True
sevf,	seven,	seven,	True
ere,	three,	zero,	False
nin,	nine,	nine,	True
f,	five,	seven,	False
e,	three,	eight,	False
twoe,	two,	two,	True
thre,	three,	thre,	False
twoe,	two,	two,	True
,	seven,	four,	False
fo,	four,	four,	True
eige,	eight,	eight,	True
nohe,	nine,	thre,	False
nine,	nine,	nine,	True
wo,	two,	two,	True
two,	two,	two,	True
te,	two,	zero,	False
four,	four,	four,	True
woe,	two,	eight,	False
fo,	four,	four,	True
six,	six,	six,	True
fre,	three,	four,	False
ts,	two,	seven,	False
re,	three,	zero,	False
tighe,	nine,	thre,	False
nineg,	nine,	nine,	True
nin,	nine,	nine,	True
fie,	five,	five,	True
five,	five,	five,	True
thre,	three,	thre,	False
sixe,	six,	six,	True
ere,	three,	zero,	False
seve,	seven,	seven,	True
two,	two,	two,	True
teoe,	two,	two,	True
fore,	four,	four,	True
e,	three,	two,	False
foe,	four,	five,	False
ero,	zero,	zero,	True
tenet,	nine,	seven,	False
e,	three,	eight,	False
five,	Five,	five,	False
t,	two,	two,	True
eroe,	zero,	zero,	True
e,	three,	one,	False
sixtix,	six,	six,	True
or,	four,	zero,	False
er,	three,	zero,	False
e,	Three,	zero,	False
fore,	four,	four,	True
nene,	nine,	nine,	True
the,	three,	thre,	False
tix,	six,	thre,	False
fore,	four,	four,	True
fove,	five,	four,	False
se,	Three,	seven,	False
on,	one,	one,	True
se,	seven,	seven,	True
twe,	two,	two,	True
,	five,	zero,	False
foure,	four,	four,	True
tv,	five,	two,	False
ne,	nine,	nine,	True
font,	nine,	four,	False
for,	four,	four,	True
fiv,	five,	one,	False
seveni,	seven,	seven,	True
nie,	nine,	nine,	True
so,	two,	thre,	False
tw,	two,	two,	True
e,	three,	six,	False
oneg,	one,	one,	True
fo,	four,	four,	True
fiv,	five,	five,	True
one,	one,	one,	True
oe,	two,	one,	False
twoe,	two,	thre,	False
sx,	Six,	six,	False
tsrn,	three,	zero,	False
thre,	three,	thre,	False
nin,	nine,	nine,	True
two,	two,	two,	True
eight,	eight,	eight,	True
one,	one,	one,	True
fre,	three,	four,	False
nine,	nine,	nine,	True
sixi,	six,	two,	False
eig,	eight,	eight,	True
two,	two,	two,	True
ne,	nine,	one,	False
si,	six,	six,	True
two,	two,	two,	True
seven,	seven,	seven,	True
twr,	two,	zero,	False
five,	five,	five,	True
two,	two,	two,	True
five,	five,	five,	True
two,	two,	two,	True
e,	five,	one,	False
se,	seven,	seven,	True
ivete,	five,	thre,	False
sev,	seven,	seven,	True
twx,	two,	two,	True
ei,	five,	eight,	False
five,	five,	five,	True
igh,	nine,	eight,	False
in,	one,	nine,	False
tih,	two,	eight,	False
fo,	four,	four,	True
threg,	three,	thre,	False
four,	four,	four,	True
thren,	three,	thre,	False
two,	two,	thre,	False
sixe,	six,	six,	True
on,	one,	one,	True
,	seven,	zero,	False
so,	two,	zero,	False
tox,	two,	zero,	False
seo,	three,	seven,	False
sior,	four,	thre,	False
ine,	nine,	nine,	True
in,	eight,	nine,	False
nine,	nine,	nine,	True
frot,	four,	zero,	False
two,	two,	thre,	False
six,	six,	six,	True
seven,	seven,	seven,	True
eiro,	zero,	zero,	True
o,	four,	one,	False
two,	two,	two,	True
n,	nine,	nine,	True
eight,	eight,	eight,	True
fiv,	five,	five,	True
siv,	five,	seven,	False
seven,	seven,	seven,	True
sig,	six,	eight,	False
sive,	five,	seven,	False
six,	six,	thre,	False
eight,	eight,	eight,	True
hre,	three,	thre,	False
ighte,	eight,	eight,	True
o,	four,	eight,	False
oiero,	zero,	zero,	True
ix,	six,	seven,	False
fiv,	five,	five,	True
,	nine,	one,	False
e,	three,	five,	False
,	Two,	four,	False
ero,	zero,	zero,	True
to,	two,	zero,	False
nigh,	nine,	eight,	False
ni,	nine,	nine,	True
fiv,	five,	five,	True
,	seven,	nine,	False
twro,	two,	zero,	False
two,	two,	two,	True
si,	four,	six,	False
two,	two,	two,	True
hin,	nine,	thre,	False
g,	five,	eight,	False
eige,	eight,	eight,	True
six,	six,	six,	True
o,	four,	zero,	False
eigt,	eight,	eight,	True
ig,	nine,	eight,	False
siwo,	six,	two,	False
sv,	seven,	seven,	True
nine,	nine,	nine,	True
six,	six,	six,	True
foe,	four,	five,	False
r,	four,	zero,	False
,	one,	zero,	False
two,	two,	two,	True
fivig,	five,	five,	True
onin,	nine,	one,	False
fo,	four,	four,	True
sixs,	six,	six,	True
o,	four,	one,	False
on,	one,	one,	True
threig,	three,	thre,	False
sixf,	six,	six,	True
sev,	seven,	seven,	True
nin,	nine,	nine,	True
sev,	seven,	seven,	True
our,	four,	four,	True
tr,	three,	thre,	False
eig,	eight,	eight,	True
fiv,	five,	five,	True
sios,	six,	six,	True
nin,	nine,	one,	False
six,	six,	six,	True
,	Four,	one,	False
four,	four,	four,	True
fo,	four,	four,	True
sev,	seven,	seven,	True
inig,	five,	nine,	False
eigh,	eight,	eight,	True
ninene,	nine,	nine,	True
eigs,	eight,	eight,	True
one,	one,	one,	True
o,	four,	zero,	False
six,	six,	six,	True
six,	six,	six,	True
two,	two,	two,	True
igh,	nine,	eight,	False
erto,	four,	zero,	False
two,	two,	two,	True
two,	two,	thre,	False
tro,	three,	zero,	False
four,	four,	four,	True
one,	one,	one,	True
