Decoded CTC model's output,	LLM Predicted Label,	Original True Label,	Are they the same
nine,	nine,	nine,	True
sevf,	seven,	seven,	True
thre,	three,	thre,	False
th,	three,	thre,	False
eightie,	eight,	eight,	True
ehghe,	eight,	eight,	True
fovf,	five,	five,	True
tiof,	five,	seven,	False
ninef,	nine,	nine,	True
five,	five,	five,	True
nine,	nine,	nine,	True
sivne,	five,	seven,	False
ourf,	four,	four,	True
fe,	five,	five,	True
enf,	five,	eight,	False
four,	four,	four,	True
thre,	three,	thre,	False
zof,	two,	zero,	False
t,	two,	two,	True
zoe,	zero,	zero,	True
,	seven,	zero,	False
five,	five,	five,	True
f,	five,	six,	False
zro,	zero,	zero,	True
sevnf,	seven,	seven,	True
sevnf,	seven,	seven,	True
e,	three,	seven,	False
twe,	two,	two,	True
sete,	seven,	seven,	True
ninf,	nine,	nine,	True
sevne,	seven,	seven,	True
sev,	seven,	seven,	True
nine,	nine,	nine,	True
throe,	three,	thre,	False
fsvft,	five,	six,	False
six,	six,	six,	True
eixe,	six,	eight,	False
e,	three,	thre,	False
zeoe,	zero,	zero,	True
nin,	nine,	nine,	True
fourf,	four,	four,	True
twof,	two,	two,	True
twof,	two,	two,	True
f,	five,	one,	False
sixe,	Six,	six,	False
for,	four,	four,	True
foe,	four,	four,	True
fiv,	five,	five,	True
thref,	three,	thre,	False
sixf,	six,	six,	True
eg,	two,	eight,	False
twoe,	two,	two,	True
eigeig,	eight,	eight,	True
sif,	six,	zero,	False
five,	five,	five,	True
tohren,	four,	thre,	False
foure,	four,	four,	True
sixf,	six,	six,	True
fi,	five,	five,	True
f,	five,	six,	False
o,	four,	zero,	False
f,	four,	four,	True
fiveo,	five,	five,	True
fvf,	five,	five,	True
nine,	nine,	nine,	True
eige,	eight,	eight,	True
f,	five,	four,	False
twref,	two,	thre,	False
eighf,	eight,	eight,	True
fiven,	five,	seven,	False
fivef,	five,	five,	True
thre,	three,	thre,	False
fourf,	four,	four,	True
on,	one,	one,	True
nin,	nine,	nine,	True
ne,	nine,	nine,	True
,	seven,	seven,	True
ehx,	six,	zero,	False
zer,	zero,	zero,	True
the,	three,	thre,	False
zoe,	two,	zero,	False
fione,	nine,	four,	False
eighe,	eight,	eight,	True
zeoe,	zero,	zero,	True
nine,	nine,	nine,	True
e,	Three,	one,	False
fthre,	three,	thre,	False
ninf,	nine,	nine,	True
twoeg,	two,	two,	True
e,	three,	four,	False
nve,	nine,	nine,	True
eighie,	eight,	eight,	True
nine,	nine,	nine,	True
eighf,	eight,	eight,	True
sevf,	seven,	seven,	True
twof,	two,	two,	True
shroe,	three,	zero,	False
seve,	seven,	seven,	True
fivf,	five,	seven,	False
thref,	three,	thre,	False
eightnin,	eight,	eight,	True
nine,	nine,	nine,	True
foe,	four,	four,	True
nin,	nine,	nine,	True
twf,	two,	eight,	False
five,	five,	five,	True
ivnef,	five,	one,	False
irf,	three,	zero,	False
th,	three,	thre,	False
fivtf,	five,	seven,	False
eo,	zero,	thre,	False
thre,	three,	thre,	False
fouren,	four,	four,	True
one,	one,	one,	True
o,	four,	one,	False
tohre,	three,	thre,	False
zere,	zero,	zero,	True
hre,	three,	thre,	False
sihf,	six,	thre,	False
onef,	One,	one,	False
f,	five,	four,	False
fo,	four,	four,	True
twoe,	two,	two,	True
tof,	four,	zero,	False
nine,	nine,	nine,	True
tvre,	five,	thre,	False
tewf,	two,	two,	True
ze,	three,	zero,	False
ihr,	three,	six,	False
one,	one,	one,	True
e,	three,	four,	False
fo,	four,	four,	True
nine,	nine,	nine,	True
twf,	two,	two,	True
feig,	five,	four,	False
seve,	seven,	seven,	True
foe,	four,	four,	True
nin,	nine,	nine,	True
tif,	five,	six,	False
nf,	five,	one,	False
eighte,	eight,	eight,	True
sevn,	seven,	seven,	True
tn,	ten,	zero,	False
nine,	nine,	nine,	True
e,	three,	one,	False
ninf,	nine,	nine,	True
ie,	nine,	six,	False
twf,	two,	six,	False
sfixf,	six,	six,	True
zero,	zero,	zero,	True
four,	four,	four,	True
six,	six,	six,	True
fov,	five,	five,	True
zere,	zero,	zero,	True
nine,	nine,	nine,	True
sive,	five,	six,	False
tohref,	four,	thre,	False
eightn,	eight,	eight,	True
toi,	two,	thre,	False
fix,	six,	seven,	False
,	one,	four,	False
nin,	nine,	nine,	True
seve,	seven,	seven,	True
r,	four,	zero,	False
tov,	two,	two,	True
ti,	three,	two,	False
four,	four,	four,	True
foen,	four,	four,	True
seve,	seven,	seven,	True
nin,	nine,	nine,	True
ie,	nine,	eight,	False
thre,	three,	thre,	False
sixsix,	six,	six,	True
t,	two,	zero,	False
eighf,	eight,	eight,	True
one,	one,	one,	True
th,	three,	thre,	False
two,	two,	two,	True
fsev,	five,	six,	False
fn,	five,	four,	False
sevn,	seven,	seven,	True
six,	six,	six,	True
two,	two,	two,	True
f,	five,	four,	False
fivfig,	five,	five,	True
thr,	three,	thre,	False
zerf,	zero,	zero,	True
ithe,	nine,	thre,	False
n,	nine,	nine,	True
onf,	one,	one,	True
fiv,	five,	five,	True
nine,	nine,	nine,	True
f,	five,	four,	False
her,	four,	zero,	False
,	seven,	one,	False
t,	two,	four,	False
sixf,	six,	six,	True
oiv,	five,	one,	False
six,	six,	six,	True
thre,	three,	thre,	False
i,	nine,	one,	False
one,	one,	one,	True
oinr,	nine,	one,	False
sev,	seven,	seven,	True
two,	two,	two,	True
f,	four,	four,	True
one,	one,	one,	True
r,	four,	zero,	False
tw,	two,	two,	True
sixo,	six,	zero,	False
tref,	three,	thre,	False
roe,	zero,	zero,	True
twtw,	two,	two,	True
siv,	five,	seven,	False
four,	four,	four,	True
o,	four,	one,	False
nin,	nine,	nine,	True
to,	two,	two,	True
eigh,	eight,	eight,	True
five,	five,	five,	True
two,	two,	two,	True
enio,	nine,	zero,	False
twof,	two,	two,	True
n,	nine,	eight,	False
twoe,	two,	two,	True
xe,	six,	one,	False
e,	three,	five,	False
goig,	nine,	eight,	False
twoie,	two,	two,	True
tr,	three,	thre,	False
fur,	four,	four,	True
eigh,	eight,	eight,	True
twrf,	four,	thre,	False
,	three,	one,	False
sev,	seven,	six,	False
fo,	four,	four,	True
si,	six,	thre,	False
,	four,	four,	True
heo,	two,	thre,	False
nin,	nine,	nine,	True
zsevo,	seven,	seven,	True
nine,	nine,	nine,	True
eigh,	eight,	eight,	True
sevsix,	seven,	seven,	True
s,	six,	seven,	False
fivn,	five,	five,	True
thr,	three,	thre,	False
ight,	eight,	eight,	True
fiv,	five,	five,	True
fiu,	five,	four,	False
five,	five,	five,	True
two,	Two,	two,	False
seve,	seven,	seven,	True
ni,	nine,	nine,	True
on,	one,	one,	True
six,	six,	six,	True
seivn,	seven,	seven,	True
xzer,	zero,	zero,	True
en,	one,	one,	True
four,	four,	four,	True
fi,	five,	four,	False
tore,	four,	thre,	False
,	five,	one,	False
nine,	nine,	nine,	True
eig,	eight,	eight,	True
twoin,	two,	two,	True
fo,	four,	four,	True
sev,	seven,	seven,	True
two,	two,	two,	True
six,	six,	two,	False
on,	one,	one,	True
sixf,	six,	six,	True
fiv,	five,	five,	True
five,	five,	five,	True
fiv,	five,	five,	True
five,	five,	five,	True
sixf,	six,	six,	True
eight,	eight,	eight,	True
six,	six,	six,	True
nine,	nine,	nine,	True
six,	six,	six,	True
n,	Nine,	one,	False
one,	one,	one,	True
t,	two,	thre,	False
five,	five,	five,	True
on,	one,	one,	True
er,	three,	zero,	False
fvour,	four,	four,	True
sxe,	Six,	six,	False
t,	two,	one,	False
on,	one,	one,	True
nine,	nine,	nine,	True
zro,	zero,	zero,	True
,	three,	six,	False
og,	four,	zero,	False
fou,	four,	four,	True
eovn,	seven,	seven,	True
,	eight,	four,	False
tw,	two,	two,	True
fiv,	five,	five,	True
,	seven,	zero,	False
zero,	zero,	zero,	True
ev,	five,	seven,	False
tro,	three,	zero,	False
twx,	two,	six,	False
tw,	Two,	zero,	False
six,	six,	six,	True
sev,	seven,	seven,	True
nineno,	nine,	nine,	True
nine,	nine,	nine,	True
ro,	two,	zero,	False
sive,	five,	five,	True
fi,	five,	five,	True
nine,	nine,	nine,	True
eigh,	eight,	eight,	True
neg,	nine,	one,	False
hreg,	three,	thre,	False
sex,	six,	six,	True
nino,	nine,	nine,	True
etgh,	eight,	eight,	True
fur,	four,	four,	True
nine,	nine,	nine,	True
sev,	seven,	seven,	True
zer,	zero,	zero,	True
sig,	six,	two,	False
nig,	nine,	eight,	False
twh,	two,	thre,	False
zer,	zero,	zero,	True
fov,	four,	four,	True
f,	five,	four,	False
er,	three,	zero,	False
nine,	nine,	nine,	True
five,	five,	five,	True
nine,	nine,	nine,	True
seven,	seven,	seven,	True
two,	two,	two,	True
five,	five,	five,	True
zero,	zero,	zero,	True
on,	one,	one,	True
fiv,	five,	five,	True
six,	six,	six,	True
one,	one,	one,	True
fo,	four,	four,	True
tw,	two,	two,	True
egh,	eight,	eight,	True
twon,	two,	two,	True
ie,	nine,	five,	False
zero,	zero,	zero,	True
eig,	eight,	eight,	True
sevn,	seven,	seven,	True
zer,	zero,	zero,	True
four,	four,	four,	True
six,	six,	six,	True
si,	six,	six,	True
,	five,	eight,	False
,	seven,	zero,	False
fig,	five,	eight,	False
zr,	zero,	zero,	True
zero,	zero,	zero,	True
nigh,	nine,	eight,	False
,	seven,	nine,	False
sr,	three,	six,	False
tw,	two,	two,	True
nv,	seven,	nine,	False
thr,	three,	thre,	False
sir,	three,	zero,	False
two,	two,	two,	True
two,	two,	two,	True
sex,	six,	six,	True
tw,	two,	thre,	False
fn,	nine,	two,	False
zero,	zero,	zero,	True
fie,	five,	five,	True
five,	five,	five,	True
zer,	zero,	zero,	True
seve,	seven,	seven,	True
fou,	four,	four,	True
onre,	one,	one,	True
four,	four,	four,	True
thre,	three,	thre,	False
eigh,	eight,	eight,	True
oen,	one,	one,	True
ev,	five,	five,	True
t,	two,	thre,	False
v,	five,	five,	True
x,	six,	seven,	False
g,	five,	eight,	False
fu,	four,	four,	True
sixg,	six,	six,	True
thre,	three,	thre,	False
onue,	one,	one,	True
five,	five,	five,	True
two,	two,	two,	True
one,	one,	one,	True
seix,	six,	six,	True
fev,	five,	four,	False
n,	nine,	seven,	False
six,	six,	six,	True
sivenet,	seven,	seven,	True
eigh,	eight,	eight,	True
fivur,	Five,	four,	False
six,	six,	six,	True
sxs,	six,	six,	True
ig,	two,	eight,	False
,	Seven,	thre,	False
eigh,	eight,	eight,	True
to,	two,	thre,	False
so,	six,	seven,	False
fo,	four,	two,	False
two,	two,	two,	True
six,	six,	six,	True
six,	six,	six,	True
one,	one,	one,	True
sev,	seven,	seven,	True
fn,	five,	four,	False
zer,	zero,	zero,	True
ze,	three,	zero,	False
thr,	three,	thre,	False
i,	nine,	eight,	False
one,	one,	one,	True
ne,	nine,	nine,	True
two,	two,	two,	True
zer,	zero,	zero,	True
,	four,	thre,	False
seve,	seven,	seven,	True
tre,	three,	thre,	False
nint,	nine,	nine,	True
foswo,	four,	seven,	False
ve,	five,	five,	True
fo,	four,	four,	True
one,	one,	one,	True
four,	four,	four,	True
sevo,	seven,	seven,	True
sevx,	seven,	seven,	True
fur,	four,	four,	True
n,	nine,	six,	False
five,	five,	five,	True
sixsix,	six,	six,	True
iw,	two,	two,	True
,	seven,	one,	False
ix,	six,	eight,	False
on,	one,	one,	True
zer,	zero,	zero,	True
fivr,	five,	four,	False
six,	six,	six,	True
one,	one,	one,	True
fur,	four,	four,	True
zr,	zero,	zero,	True
four,	four,	four,	True
fiv,	five,	five,	True
igh,	five,	eight,	False
n,	Nine,	nine,	False
fiur,	four,	four,	True
,	four,	zero,	False
fiv,	five,	five,	True
two,	two,	two,	True
eiv,	five,	eight,	False
ro,	zero,	zero,	True
sixt,	six,	six,	True
fiv,	five,	five,	True
seve,	seven,	seven,	True
nine,	Nine,	nine,	False
,	three,	six,	False
t,	two,	nine,	False
thr,	three,	thre,	False
zer,	zero,	zero,	True
,	seven,	four,	False
sixw,	six,	six,	True
tw,	two,	two,	True
six,	six,	six,	True
two,	two,	two,	True
sirf,	three,	six,	False
thr,	three,	thre,	False
on,	one,	one,	True
on,	one,	one,	True
one,	one,	one,	True
e,	three,	six,	False
to,	two,	two,	True
nin,	nine,	nine,	True
igh,	nine,	eight,	False
ix,	six,	six,	True
v,	five,	four,	False
er,	four,	zero,	False
sev,	seven,	six,	False
ve,	five,	one,	False
hr,	four,	thre,	False
fiv,	five,	four,	False
ig,	nine,	eight,	False
shr,	three,	zero,	False
two,	two,	two,	True
fo,	four,	four,	True
on,	one,	one,	True
in,	five,	nine,	False
four,	four,	four,	True
tiwo,	two,	two,	True
fo,	four,	four,	True
zio,	zero,	zero,	True
fone,	one,	one,	True
sfiv,	five,	four,	False
,	seven,	one,	False
on,	one,	one,	True
tw,	two,	two,	True
six,	six,	six,	True
t,	two,	thre,	False
sigh,	nine,	eight,	False
thr,	three,	thre,	False
nin,	nine,	nine,	True
six,	six,	six,	True
er,	three,	zero,	False
one,	one,	one,	True
five,	five,	five,	True
zewo,	two,	zero,	False
two,	two,	zero,	False
sevn,	seven,	seven,	True
nin,	nine,	nine,	True
fo,	four,	four,	True
sivn,	seven,	seven,	True
zro,	zero,	zero,	True
igh,	nine,	eight,	False
nine,	nine,	nine,	True
urn,	four,	one,	False
,	seven,	four,	False
eigh,	eight,	eight,	True
two,	two,	two,	True
fo,	four,	four,	True
ne,	nine,	one,	False
zero,	zero,	zero,	True
four,	four,	four,	True
five,	five,	five,	True
si,	six,	thre,	False
nve,	five,	one,	False
one,	one,	one,	True
nin,	nine,	nine,	True
eig,	eight,	eight,	True
o,	zero,	four,	False
one,	one,	one,	True
nine,	nine,	nine,	True
ri,	three,	six,	False
fot,	four,	four,	True
e,	three,	six,	False
sine,	nine,	seven,	False
nine,	nine,	nine,	True
foe,	four,	four,	True
thre,	three,	thre,	False
teore,	three,	thre,	False
nin,	nine,	nine,	True
one,	one,	one,	True
five,	five,	five,	True
ight,	eight,	eight,	True
,	six,	one,	False
zero,	zero,	zero,	True
ne,	nine,	nine,	True
thre,	three,	thre,	False
tre,	three,	thre,	False
sixsix,	six,	six,	True
se,	seven,	seven,	True
two,	two,	two,	True
two,	two,	two,	True
thrn,	three,	thre,	False
five,	five,	five,	True
,	seven,	two,	False
fiv,	five,	five,	True
ser,	three,	zero,	False
zero,	zero,	zero,	True
two,	two,	two,	True
ithret,	three,	thre,	False
five,	five,	five,	True
four,	four,	four,	True
igni,	nine,	eight,	False
two,	two,	thre,	False
ninei,	nine,	nine,	True
sive,	five,	five,	True
sev,	seven,	seven,	True
thret,	three,	thre,	False
siv,	five,	seven,	False
two,	two,	two,	True
eiv,	five,	seven,	False
tix,	six,	six,	True
eioit,	eight,	eight,	True
sivn,	seven,	seven,	True
nin,	nine,	nine,	True
nin,	nine,	nine,	True
eigh,	eight,	eight,	True
,	three,	six,	False
f,	four,	four,	True
ne,	nine,	nine,	True
fio,	five,	four,	False
ifovur,	four,	four,	True
six,	six,	six,	True
on,	one,	one,	True
ninin,	nine,	nine,	True
tixo,	six,	six,	True
nin,	nine,	nine,	True
sixnin,	six,	seven,	False
sivni,	six,	seven,	False
sev,	seven,	seven,	True
on,	one,	one,	True
fiv,	five,	five,	True
four,	four,	four,	True
rxoe,	two,	zero,	False
threo,	three,	thre,	False
zero,	zero,	zero,	True
two,	two,	two,	True
thre,	three,	thre,	False
thr,	Three,	thre,	False
hrt,	three,	thre,	False
h,	four,	thre,	False
four,	four,	four,	True
nine,	nine,	nine,	True
sev,	seven,	seven,	True
five,	five,	five,	True
one,	one,	one,	True
sevn,	seven,	seven,	True
fiv,	five,	five,	True
hre,	three,	thre,	False
ne,	nine,	one,	False
siven,	Seven,	seven,	False
four,	four,	four,	True
to,	two,	two,	True
five,	five,	five,	True
tightit,	eight,	eight,	True
five,	five,	five,	True
sevnit,	seven,	seven,	True
siv,	five,	seven,	False
one,	One,	one,	False
nin,	nine,	nine,	True
thre,	three,	thre,	False
tw,	two,	two,	True
onet,	one,	one,	True
seisix,	six,	six,	True
six,	six,	six,	True
o,	zero,	zero,	True
ni,	nine,	one,	False
nine,	nine,	nine,	True
on,	one,	one,	True
one,	one,	one,	True
twx,	two,	two,	True
n,	nine,	nine,	True
fivt,	five,	five,	True
ni,	nine,	nine,	True
sixex,	six,	seven,	False
urn,	one,	one,	True
five,	five,	five,	True
two,	two,	two,	True
two,	two,	two,	True
tixs,	six,	six,	True
fiur,	four,	four,	True
ien,	nine,	nine,	True
seve,	seven,	seven,	True
ig,	nine,	eight,	False
six,	six,	six,	True
fiv,	five,	five,	True
fiviw,	five,	five,	True
thrt,	three,	thre,	False
ine,	nine,	nine,	True
tin,	ten,	nine,	False
e,	Three,	one,	False
siv,	Five,	seven,	False
sevent,	seven,	seven,	True
fiv,	five,	five,	True
sevn,	seven,	seven,	True
gh,	eight,	eight,	True
tg,	two,	eight,	False
twon,	two,	two,	True
thx,	six,	six,	True
six,	six,	six,	True
tig,	three,	eight,	False
zixro,	six,	zero,	False
seven,	seven,	seven,	True
nin,	nine,	nine,	True
ive,	five,	one,	False
,	seven,	eight,	False
six,	six,	six,	True
n,	nine,	nine,	True
nin,	nine,	nine,	True
,	seven,	one,	False
n,	nine,	nine,	True
tio,	two,	eight,	False
e,	Three,	seven,	False
twt,	two,	two,	True
sixs,	six,	six,	True
fo,	four,	four,	True
six,	six,	six,	True
thre,	three,	thre,	False
sev,	seven,	seven,	True
zer,	zero,	zero,	True
sixex,	six,	seven,	False
to,	two,	two,	True
tro,	three,	zero,	False
twot,	two,	two,	True
fi,	five,	four,	False
tix,	six,	eight,	False
ur,	four,	four,	True
tw,	two,	two,	True
fixur,	six,	four,	False
iv,	four,	five,	False
two,	two,	two,	True
onf,	one,	one,	True
to,	two,	two,	True
tohret,	three,	thre,	False
seve,	seven,	seven,	True
nine,	nine,	nine,	True
two,	two,	two,	True
six,	six,	six,	True
sixsix,	six,	six,	True
sixe,	six,	seven,	False
tx,	six,	six,	True
five,	five,	five,	True
fixu,	six,	four,	False
,	one,	one,	True
eigh,	eight,	eight,	True
ive,	five,	five,	True
siven,	seven,	seven,	True
x,	six,	eight,	False
t,	two,	thre,	False
ev,	five,	nine,	False
tht,	three,	thre,	False
x,	six,	six,	True
tsx,	six,	six,	True
two,	two,	two,	True
thre,	three,	thre,	False
five,	five,	five,	True
for,	four,	four,	True
eig,	eight,	eight,	True
twe,	two,	two,	True
eight,	eight,	eight,	True
n,	nine,	one,	False
eg,	two,	eight,	False
eigh,	eight,	eight,	True
sev,	seven,	seven,	True
thxre,	three,	thre,	False
sev,	seven,	seven,	True
,	three,	zero,	False
sixz,	six,	six,	True
sw,	seven,	two,	False
two,	two,	two,	True
fot,	four,	four,	True
t,	two,	two,	True
sev,	seven,	seven,	True
,	seven,	thre,	False
six,	six,	six,	True
six,	six,	seven,	False
tone,	one,	one,	True
fiv,	five,	five,	True
fo,	four,	four,	True
fiv,	five,	five,	True
thre,	three,	thre,	False
nin,	nine,	nine,	True
twxhre,	three,	thre,	False
six,	six,	zero,	False
nine,	nine,	one,	False
ion,	nine,	one,	False
f,	four,	six,	False
the,	three,	thre,	False
e,	three,	nine,	False
sr,	three,	zero,	False
nin,	nine,	nine,	True
t,	two,	one,	False
t,	two,	six,	False
ne,	nine,	one,	False
zero,	zero,	zero,	True
ne,	nine,	one,	False
zero,	zero,	zero,	True
eight,	eight,	eight,	True
fiveg,	five,	five,	True
two,	two,	two,	True
,	four,	one,	False
zeo,	zero,	zero,	True
thre,	three,	thre,	False
fov,	five,	five,	True
nin,	nine,	nine,	True
seixen,	six,	seven,	False
seve,	seven,	seven,	True
fo,	four,	four,	True
thre,	Three,	thre,	False
nin,	nine,	nine,	True
,	seven,	nine,	False
tr,	three,	thre,	False
fivit,	five,	five,	True
tw,	two,	two,	True
seve,	seven,	seven,	True
nin,	nine.,	nine,	False
sex,	six,	zero,	False
fiv,	five,	five,	True
ztwo,	two,	zero,	False
two,	two,	two,	True
fouret,	four,	four,	True
fiv,	five,	five,	True
sero,	zero,	zero,	True
eig,	eight,	eight,	True
two,	two,	two,	True
foure,	four,	four,	True
one,	one,	one,	True
nine,	nine,	nine,	True
zen,	ten,	zero,	False
sev,	seven,	seven,	True
tnen,	nine,	seven,	False
six,	six,	six,	True
eig,	eight,	eight,	True
zer,	zero,	zero,	True
sive,	five,	seven,	False
sven,	seven,	seven,	True
onegn,	one,	eight,	False
two,	two,	two,	True
five,	five,	five,	True
fi,	five,	five,	True
gzero,	zero,	zero,	True
ninet,	nine,	nine,	True
seni,	nine,	seven,	False
fov,	four,	four,	True
ure,	four,	four,	True
fur,	four,	four,	True
one,	one,	one,	True
sevein,	seven,	seven,	True
fur,	four,	four,	True
zero,	zero,	zero,	True
fur,	four,	four,	True
tohre,	three,	thre,	False
to,	two,	two,	True
eigh,	eight,	eight,	True
n,	nine,	nine,	True
zhre,	three,	thre,	False
oe,	one,	one,	True
r,	four,	zero,	False
two,	two,	two,	True
siv,	five,	seven,	False
sev,	seven,	seven,	True
one,	one,	one,	True
seiv,	seven,	five,	False
eigh,	eight,	eight,	True
i,	nine,	five,	False
tw,	two,	two,	True
two,	two,	two,	True
four,	four,	four,	True
tw,	two,	two,	True
thr,	three,	thre,	False
five,	five,	five,	True
t,	two,	zero,	False
zert,	three,	zero,	False
five,	five,	five,	True
tfve,	five,	five,	True
fone,	one,	five,	False
o,	four,	one,	False
ftn,	nine,	thre,	False
two,	two,	two,	True
six,	six,	six,	True
six,	six,	six,	True
zr,	zero,	zero,	True
eighe,	eight,	eight,	True
the,	four,	thre,	False
fovu,	four,	four,	True
ein,	one,	eight,	False
five,	five,	five,	True
ei,	five,	eight,	False
t,	two,	six,	False
fo,	four,	four,	True
nine,	nine,	nine,	True
tw,	two,	two,	True
fre,	three,	four,	False
eighs,	eight,	eight,	True
e,	three,	eight,	False
fon,	one,	one,	True
eightin,	eight,	eight,	True
nf,	nine,	nine,	True
five,	five,	five,	True
sevn,	seven,	seven,	True
two,	two,	two,	True
ig,	nine,	eight,	False
seioe,	three,	seven,	False
seven,	seven,	seven,	True
ig,	nine,	eight,	False
twe,	two,	two,	True
ztr,	Three,	zero,	False
t,	two,	four,	False
nine,	nine,	nine,	True
ni,	nine,	one,	False
nine,	nine,	nine,	True
eigh,	eight,	eight,	True
foure,	four,	four,	True
sevene,	seven,	seven,	True
sevein,	seven,	seven,	True
o,	four,	one,	False
in,	three,	one,	False
thre,	three,	thre,	False
sex,	six,	seven,	False
hre,	three,	thre,	False
fivur,	five,	four,	False
on,	one,	one,	True
twot,	two,	two,	True
on,	one,	one,	True
n,	nine,	nine,	True
t,	two,	seven,	False
six,	six,	six,	True
eig,	eight,	eight,	True
n,	nine,	one,	False
twre,	three,	thre,	False
sixf,	six,	six,	True
eninv,	nine,	nine,	True
tw,	two,	two,	True
sins,	six,	six,	True
ze,	three,	zero,	False
sir,	Five,	zero,	False
stwxsix,	six,	six,	True
tw,	two,	thre,	False
fn,	one,	five,	False
sivn,	seven,	seven,	True
toue,	two,	four,	False
six,	six,	six,	True
sixe,	six,	six,	True
nini,	nine,	nine,	True
five,	five,	five,	True
tvhr,	five,	thre,	False
six,	six,	six,	True
fovunr,	four,	four,	True
sivein,	seven,	seven,	True
two,	two,	two,	True
two,	two,	two,	True
two,	two,	two,	True
ze,	three,	zero,	False
eiwnin,	nine,	nine,	True
fe,	five,	seven,	False
zere,	zero,	zero,	True
tw,	two,	two,	True
for,	four,	four,	True
fiv,	five,	five,	True
fie,	five,	five,	True
fiv,	five,	five,	True
egh,	eight,	eight,	True
si,	six,	six,	True
fone,	one,	one,	True
two,	two,	two,	True
sev,	seven,	seven,	True
on,	One,	one,	False
ei,	five,	eight,	False
on,	one,	one,	True
o,	four,	nine,	False
six,	six,	six,	True
eigh,	eight,	eight,	True
sevev,	seven,	seven,	True
nin,	nine,	nine,	True
two,	two,	two,	True
on,	one,	nine,	False
i,	nine,	eight,	False
two,	two,	two,	True
eig,	eight,	eight,	True
two,	two,	two,	True
two,	two,	zero,	False
t,	two,	thre,	False
sivo,	Five,	seven,	False
two,	two,	two,	True
,	Two,	six,	False
n,	nine,	thre,	False
swoi,	two,	two,	True
eigit,	eight,	eight,	True
twthreit,	three,	thre,	False
ion,	nine,	eight,	False
on,	One,	one,	False
fiv,	five,	five,	True
siv,	Five,	seven,	False
ze,	three,	zero,	False
nin,	nine,	nine,	True
sev,	seven,	seven,	True
five,	five,	five,	True
two,	two,	two,	True
sivn,	seven,	seven,	True
six,	six,	six,	True
sin,	seven,	seven,	True
zer,	zero,	zero,	True
four,	four,	four,	True
ig,	eight,	eight,	True
fur,	four,	four,	True
two,	two,	two,	True
w,	two,	two,	True
twre,	two,	thre,	False
fiv,	five,	five,	True
fiv,	five,	five,	True
thr,	three,	thre,	False
thre,	three,	thre,	False
five,	five,	five,	True
i,	nine,	eight,	False
fo,	four,	four,	True
si,	six,	six,	True
e,	three,	one,	False
eign,	eight,	eight,	True
o,	four,	thre,	False
two,	two,	two,	True
,	seven,	one,	False
eig,	eight,	eight,	True
ze,	three,	zero,	False
thr,	three,	thre,	False
ni,	nine,	nine,	True
fiv,	five,	five,	True
nin,	nine,	nine,	True
ix,	six,	six,	True
six,	six,	six,	True
fove,	five,	five,	True
eig,	eight,	eight,	True
fi,	five,	five,	True
on,	one,	one,	True
six,	six,	six,	True
o,	four,	thre,	False
te,	three,	thre,	False
siv,	five,	seven,	False
n,	nine,	nine,	True
five,	five,	five,	True
ig,	eight,	eight,	True
fi,	five,	four,	False
zo,	two,	zero,	False
sixe,	six,	six,	True
thre,	three,	thre,	False
tht,	three,	thre,	False
,	seven,	five,	False
nine,	nine,	nine,	True
fo,	four,	seven,	False
tw,	two,	two,	True
,	three,	one,	False
sev,	seven,	seven,	True
tw,	two,	two,	True
sev,	seven,	seven,	True
eihgi,	eight,	eight,	True
ne,	nine,	one,	False
i,	One,	zero,	False
thg,	three,	eight,	False
on,	one,	one,	True
on,	one,	one,	True
,	three,	seven,	False
eig,	eight,	eight,	True
seie,	five,	thre,	False
egh,	eight,	eight,	True
ro,	four,	zero,	False
ev,	five,	six,	False
fur,	four,	four,	True
oin,	nine,	one,	False
on,	one,	one,	True
six,	six,	six,	True
inen,	nine,	seven,	False
two,	two,	two,	True
sev,	seven,	seven,	True
f,	five,	four,	False
ing,	nine,	nine,	True
twroe,	two,	zero,	False
four,	four,	four,	True
two,	two,	two,	True
fvur,	four,	four,	True
eigtf,	eight,	eight,	True
six,	six,	six,	True
eigh,	eight,	eight,	True
zero,	zero,	zero,	True
hre,	three,	thre,	False
siv,	five,	six,	False
oneni,	one,	one,	True
sevn,	seven,	seven,	True
fo,	four,	four,	True
eigh,	eight,	eight,	True
nfive,	five,	nine,	False
er,	three,	zero,	False
nine,	nine,	nine,	True
f,	five,	four,	False
te,	three,	thre,	False
sixf,	six,	six,	True
siohg,	six,	zero,	False
six,	six,	six,	True
siv,	five,	seven,	False
two,	two,	two,	True
six,	six,	six,	True
six,	six,	six,	True
f,	four,	four,	True
six,	six,	zero,	False
fov,	five,	four,	False
seven,	seven,	seven,	True
eigh,	eight,	eight,	True
se,	three,	six,	False
oneo,	one,	one,	True
w,	two,	two,	True
et,	eight,	eight,	True
two,	two,	two,	True
ight,	eight,	eight,	True
five,	five,	five,	True
fo,	four,	four,	True
the,	three,	thre,	False
zeroe,	zero,	zero,	True
sixe,	six,	six,	True
nine,	nine,	nine,	True
two,	two,	two,	True
fo,	four,	four,	True
oin,	nine,	two,	False
eigh,	eight,	eight,	True
ih,	nine,	thre,	False
eig,	eight,	eight,	True
o,	four,	one,	False
sex,	six,	six,	True
fo,	four,	four,	True
teie,	three,	thre,	False
five,	five,	five,	True
sevs,	seven,	six,	False
